Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) FRT_U1,Coverage (%) FRT_U2,Coverage (%) FRT_PM2,Coverage (%) FRT_PM1,Coverage (%) Fluid_U2,Coverage (%) Fluid_U1,Coverage (%) Fluid_PM1,Coverage (%) Fluid_PM2,Area FRT_U1,Area FRT_U2,Area FRT_PM2,Area FRT_PM1,Area Fluid_U2,Area Fluid_U1,Area Fluid_PM1,Area Fluid_PM2,Peptides,Unique,Spec FRT_U1,Spec FRT_U2,Spec FRT_PM2,Spec FRT_PM1,Spec Fluid_U2,Spec Fluid_U1,Spec Fluid_PM1,Spec Fluid_PM2,PTM,Avg. Mass,Description
3171,2467,FBgn0030352,97.63,8,0,0,4,8,0,0,0,0,,,4.2814E5,7.6427E5,,,,,2,2,0,0,1,2,0,0,0,0,,38175,FBpp0073416
2498,2612,FBgn0260960,97.59,12,12,12,12,12,0,0,0,0,8.5803E5,2.1924E6,1.4714E6,1.803E6,,,,,3,3,4,4,3,3,0,0,0,0,Oxidation (M),36829,FBpp0075114
2168,2794,FBgn0032746,97.58,12,8,12,12,12,0,0,0,0,6.3078E5,1.0879E6,1.3213E6,1.4999E6,,,,,2,2,1,4,3,4,0,0,0,0,,20845,FBpp0080690
2556,2242,FBgn0030582,97.58,3,0,2,2,2,3,0,0,0,,1.0137E5,6.0032E4,5.3986E4,2.0169E5,,,,2,2,0,1,2,1,2,0,0,0,,93936,FBpp0073763
2792,2409,FBgn0035703,97.56,3,0,0,0,0,2,3,0,0,,,,,1.2212E5,9.9476E4,,,2,2,0,0,0,0,1,2,0,0,,71981,FBpp0292155
1580,2786,FBgn0029507,97.52,15,9,9,15,15,0,0,0,0,4.1965E6,2.8338E6,2.1077E6,3.1594E6,,,,,4,4,7,5,5,11,0,0,0,0,Oxidation (M),24857,FBpp0085513
3036,2469,FBgn0033382,97.47,4,0,2,0,2,0,0,0,0,,0,,1.1392E5,,,,,2,2,0,1,0,1,0,0,0,0,,58762,FBpp0087661
3312,2879,FBgn0023169,97.28,5,0,3,3,2,0,0,0,0,,1.7508E5,0,0,,,,,2,2,0,1,1,1,0,0,0,0,,64600,FBpp0070208
2622,2012,FBgn0000117,97.25,6,1,4,4,1,0,0,0,0,3.8437E5,4.0696E5,2.9811E5,0,,,,,3,3,1,2,2,2,0,0,0,0,,91153,FBpp0089034
1938,2402,FBgn0036918,97.22,35,26,15,24,15,6,0,0,6,3.6306E6,3.5988E6,4.0521E6,2.6729E6,5.7815E5,,,6.7618E4,4,4,6,4,5,4,1,0,0,1,Carbamidomethylation; Oxidation (M),14428,FBpp0074663
2733,2655,FBgn0033210,97.20,12,3,0,3,12,0,0,0,0,1.2931E5,,7.1472E5,1.0171E6,,,,,2,2,1,0,1,2,0,0,0,0,,29744,FBpp0088015
2824,2388,FBgn0037653,97.18,12,4,0,7,12,0,0,0,0,8.5637E4,,2.1712E5,3.8239E5,,,,,3,3,1,0,2,3,0,0,0,0,,40319,FBpp0081445
2644,2384,FBgn0021814,97.10,17,5,5,5,17,5,0,0,0,1.4498E6,3.0032E5,3.9599E5,0,2.7994E5,,,,3,3,2,2,2,3,1,0,0,0,Carbamidomethylation,24512,FBpp0087901
2361,2474,FBgn0038678,96.99,28,28,28,16,28,0,0,0,0,6.6264E5,1.5004E6,2.4527E5,5.2515E4,,,,,2,2,3,3,1,3,0,0,0,0,,12568,FBpp0083168
2685,2171,FBgn0032258,96.94,4,1,1,3,0,1,0,0,1,0,4.7645E4,2.1117E5,,1.5282E5,,,2.2463E4,3,3,1,1,2,0,1,0,0,1,Oxidation (M),87715,FBpp0079628
2200,2593,FBgn0037378,96.94,16,6,0,6,12,9,0,0,0,1.0045E5,,3.9635E5,8.7375E4,3.6398E5,,,,3,3,1,0,1,2,3,0,0,0,Oxidation (M),25783,FBpp0078317
2223,2210,FBgn0263197,96.86,3,1,2,1,1,0,0,0,0,1.2512E5,4.1534E5,3.4584E5,4.4683E5,,,,,4,4,1,5,3,4,0,0,0,0,Oxidation (M); Deamidation (NQ),189934,FBpp0304550
1547,2020,FBgn0039969,96.78,21,14,8,21,14,16,0,16,0,3.8441E5,1.5042E6,1.353E6,1.2048E6,5.8377E5,,2.9394E5,,3,3,3,3,3,3,3,0,2,0,Carbamidomethylation,17771,FBpp0271716
2698,2168,FBgn0037213,96.78,8,2,6,8,5,0,0,0,0,1.4297E5,3.9521E5,6.8781E5,6.4046E5,,,,,4,4,1,3,4,3,0,0,0,0,,70755,FBpp0078601
2711,2555,FBgn0031450,96.70,6,0,0,2,0,4,0,0,0,,,0,,0,,,,2,2,0,0,1,0,1,0,0,0,,85415,FBpp0088691
2420,2202,FBgn0030293,96.68,4,1,2,1,2,0,0,0,0,4.226E4,3.0418E5,2.7056E5,3.7029E5,,,,,3,3,1,3,1,2,0,0,0,0,,102112,FBpp0073309
2337,2390,FBgn0029929,96.66,15,7,11,5,0,0,0,0,0,0,1.0872E6,5.9526E5,,,,,,3,3,1,2,1,0,0,0,0,0,Oxidation (M),24789,FBpp0070969
2178,2675,FBgn0027359,96.63,41,41,41,41,41,0,0,0,0,7.8735E6,4.4996E6,2.7205E6,4.1828E6,,,,,3,3,4,5,5,4,0,0,0,0,Carbamidomethylation,10062,FBpp0073338
2784,2024,FBgn0266917,96.62,6,0,4,4,3,0,0,0,0,,3.4509E5,9.1347E5,4.187E5,,,,,4,4,0,3,3,3,0,0,0,0,Oxidation (M),88076,FBpp0082817
1803,1888,FBgn0004648,96.58,3,1,1,1,2,0,0,0,0,0,0,2.4182E5,3.197E5,1.6555E6,,,,4,4,1,2,2,3,2,0,0,0,Oxidation (M),162705,FBpp0089126
1960,2436,FBgn0052441,96.56,19,12,8,15,15,0,0,0,0,3.6537E6,3.068E6,3.512E6,3.459E6,,,,,4,4,5,3,7,4,0,0,0,0,Deamidation (NQ),25096,FBpp0289334
1879,1905,FBgn0037231,96.36,21,7,4,4,15,10,4,0,0,2.8524E5,1.83E5,0,7.7588E5,0,4.1371E3,,,4,4,2,1,2,3,3,1,0,0,Oxidation (M),25286,FBpp0078598
2529,2169,FBgn0038651,96.15,1,0,0,0,0,1,0,0,0,,,,,3.747E5,,1.113E4,,3,3,0,0,0,0,3,0,1,0,,280689,FBpp0271890
3029,3403,FBgn0026060,96.08,5,5,2,5,5,0,0,0,0,1.2461E5,0,2.4283E5,3.6302E5,,,,,2,2,2,1,2,2,0,0,0,0,,52781,FBpp0070849
1882,2161,FBgn0034468,96.06,40,16,16,16,0,40,15,15,22,0,3.9818E5,4.0173E5,,3.8597E6,1.6008E6,5.2623E5,1.7916E6,5,5,2,2,2,0,9,3,3,4,Carbamidomethylation,15403,FBpp0085672
2389,1899,FBgn0030839,96.06,8,0,2,5,6,2,0,0,0,,0,4.8732E5,2.3909E5,0,,,,5,5,0,1,3,4,1,0,0,0,,75748,FBpp0074205
3192,3327,FBgn0039450,96.00,5,0,5,5,5,0,0,0,0,,2.0043E6,1.7627E6,1.936E6,,,,,2,2,0,2,2,3,0,0,0,0,,44796,FBpp0084411
2455,2731,FBgn0039305,95.98,40,40,9,17,17,0,9,0,0,8.7049E5,7.9735E5,6.4735E5,2.2709E5,,3.9674E4,,,3,3,4,2,3,3,0,1,0,0,Oxidation (M),13910,FBpp0084190
2399,2186,FBgn0022893,95.94,25,16,20,5,8,20,0,0,0,7.9071E5,1.0289E6,3.707E5,3.3007E5,4.9385E5,,,,4,4,3,3,1,1,3,0,0,0,,18823,FBpp0099688
2540,2573,FBgn0028491,95.90,3,2,2,3,0,0,0,0,0,0,0,3.7702E5,,,,,,2,2,1,1,2,0,0,0,0,0,,89726,FBpp0309176
3047,2196,FBgn0039110,95.82,12,0,0,2,0,12,2,0,0,,,1.9392E5,,1.5802E6,3.7406E5,,,4,4,0,0,1,0,4,1,0,0,Carbamidomethylation; Oxidation (M),47503,FBpp0083859
2207,1977,FBgn0034430,95.79,19,9,19,4,15,0,0,0,0,1.6285E5,3.0334E5,1.2293E5,2.6365E5,,,,,3,3,1,4,1,3,0,0,0,0,,30102,FBpp0085744
2029,1909,FBgn0022985,95.44,6,2,2,4,0,0,0,0,0,5.3866E5,6.1306E5,4.4161E5,,,,,,3,2,2,1,2,0,0,0,0,0,,44144,FBpp0071739
2359,2670,FBgn0034247,95.35,9,3,9,3,3,0,0,0,0,8.7137E5,3.9134E6,2.781E6,3.1203E6,,,,,3,3,4,5,3,3,0,0,0,0,Oxidation (M),50271,FBpp0086060
1880,2056,FBgn0032670,95.29,14,0,4,4,8,7,8,2,0,,3.2736E4,5.9189E4,2.2333E5,2.3478E5,5.5782E4,,,4,3,0,1,1,2,3,5,1,0,Carbamidomethylation,32699,FBpp0080602
3151,2590,FBgn0036691,95.26,6,3,6,3,6,0,0,0,0,1.5305E5,3.2596E5,1.209E5,2.5723E5,,,,,2,2,1,2,1,2,0,0,0,0,,42086,FBpp0075038
2629,2162,FBgn0033401,95.24,9,2,2,3,6,2,3,0,0,3.3223E5,4.0322E5,5.0295E5,5.1975E5,2.0473E5,5.1418E4,,,4,4,2,1,2,2,1,2,0,0,,71206,FBpp0087676
3159,2227,FBgn0035980,95.14,19,11,4,11,0,0,0,0,0,1.2668E6,1.3095E5,8.3374E5,,,,,,3,3,2,1,2,0,0,0,0,0,Oxidation (M),28485,FBpp0076172
1991,2163,FBgn0035805,95.05,30,30,18,25,18,0,0,0,0,1.4565E6,1.3554E6,1.8249E6,6.2826E4,,,,,5,5,5,3,5,2,0,0,0,0,Oxidation (M),26666,FBpp0076533
2204,2286,FBgn0033378,94.88,21,21,16,16,7,0,0,0,0,1.3494E6,1.1091E6,2.183E6,9.4346E5,,,,,3,3,3,3,3,2,0,0,0,0,Carbamidomethylation,19010,FBpp0087648
2575,2021,FBgn0015714,94.73,8,0,2,3,5,0,0,0,0,,,3.7369E5,9.0621E4,,,,,4,3,0,1,2,3,0,0,0,0,Oxidation (M),58208,FBpp0086581
2443,2463,FBgn0034362,94.69,23,13,8,18,18,0,0,0,0,1.5816E6,1.2004E6,1.9597E6,1.6837E6,,,,,3,3,2,1,4,2,0,0,0,0,Oxidation (M),16562,FBpp0085885
1779,2267,FBgn0035639,94.62,12,0,5,12,5,5,0,0,0,,4.0537E5,1.9925E6,3.5167E5,8.1948E4,,,,3,3,0,1,3,1,1,0,0,0,Carbamidomethylation,28776,FBpp0076818
1634,2089,FBgn0033184,94.52,8,2,2,0,8,2,2,0,2,0,0,,6.2733E5,1.3634E6,1.8658E6,,2.3767E5,3,3,1,1,0,5,2,3,0,2,,49673,FBpp0088054
2836,2614,FBgn0014023,94.52,11,4,11,8,4,0,0,0,0,0,4.3874E5,1.4244E5,8.3787E4,,,,,3,3,2,3,2,1,0,0,0,0,Oxidation (M),31712,FBpp0081599
1895,1871,FBgn0027585,94.51,5,1,2,2,2,0,0,0,0,0,0,1.5514E5,1.6722E5,,,,,5,4,2,3,2,3,0,0,0,0,,144299,FBpp0288554
2891,2293,FBgn0027868,94.37,3,0,0,3,0,0,0,0,0,,,0,,,,,,2,2,0,0,2,0,0,0,0,0,,97382,FBpp0079710
2738,2769,FBgn0030480,94.35,47,12,47,19,31,0,0,0,0,6.8854E5,4.3107E6,2.3764E6,3.5481E6,,,,,3,3,1,3,1,2,0,0,0,0,Oxidation (M),11098,FBpp0073606
936,1862,FBgn0285948,94.33,30,30,24,24,30,5,5,5,5,2.2142E7,7.3211E6,4.6754E7,5.1301E7,2.1841E6,4.3303E5,8.5953E5,5.7029E5,5,5,15,14,16,16,3,2,2,2,,17022,FBpp0077142
1983,1974,FBgn0086708,94.30,7,3,1,1,5,3,3,0,1,6.0156E5,2.4985E5,0,1.5654E6,1.3144E5,3.8692E5,,0,4,4,3,1,2,3,2,2,0,1,,68855,FBpp0112337
2137,2472,FBgn0034564,94.10,41,41,14,41,41,0,0,16,0,1.0857E6,5.9165E5,1.5239E6,1.7557E6,,,3.1242E4,,3,3,3,2,4,4,0,0,1,0,,9023,FBpp0071449
2664,3115,FBgn0043012,94.09,19,11,19,19,11,0,0,0,0,0,3.2854E5,4.1091E5,5.8828E4,,,,,2,2,1,3,2,1,0,0,0,0,Oxidation (M),16964,FBpp0083502
1507,2438,FBgn0037387,94.07,5,4,5,5,5,0,0,0,0,6.3363E6,7.4893E6,8.7253E6,1.0383E6,,,,,3,3,5,8,12,6,0,0,0,0,Oxidation (M),53283,FBpp0078292
1572,1879,FBgn0035714,93.94,17,4,13,4,4,7,4,0,0,7.5227E5,1.252E6,8.4716E5,1.5559E6,2.3387E6,4.3694E4,,,4,4,1,3,2,2,2,1,0,0,,28636,FBpp0076652
2039,2174,FBgn0031050,93.91,11,0,7,3,2,9,6,3,3,,1.3048E6,1.7663E5,6.3215E5,1.0061E6,2.2933E4,1.8714E5,6.278E4,4,4,0,3,1,1,3,4,1,1,Carbamidomethylation,42248,FBpp0074529
2645,2008,FBgn0027569,93.83,7,0,2,2,0,3,0,0,0,,0,0,,0,,,,3,3,0,1,1,0,1,0,0,0,,68511,FBpp0076440
2545,2240,FBgn0019662,93.75,12,0,6,3,0,3,0,3,0,,3.4027E4,1.7792E5,,1.0018E5,,6.1187E4,,3,3,0,2,1,0,1,0,1,0,,38826,FBpp0076557
2423,1969,FBgn0032026,93.69,3,1,2,2,1,0,0,0,0,,3.7588E5,2.1094E5,0,,,,,4,3,1,3,3,1,0,0,0,0,,152316,FBpp0079228
2258,3187,FBgn0005648,93.64,11,11,11,11,11,4,4,4,0,5.4819E5,4.6953E5,0,9.618E5,2.8136E4,1.716E4,0,,2,2,3,2,2,2,1,2,2,0,Oxidation (M),24978,FBpp0087863
2646,2843,FBgn0030745,93.62,8,8,4,8,4,0,0,0,0,2.4266E5,3.2001E6,1.8033E5,2.8841E6,,,,,2,2,2,3,2,1,0,0,0,0,,30353,FBpp0074044
2226,1763,FBgn0034797,93.51,5,2,1,4,2,0,0,0,0,5.8349E4,2.1646E5,1.1935E6,6.2878E5,,,,,6,6,3,1,5,3,0,0,0,0,,149941,FBpp0071853
1544,2259,FBgn0035370,93.50,15,4,12,8,8,15,12,12,3,7.4005E5,1.5258E6,0,0,2.3302E6,2.013E5,3.5603E5,1.2133E5,3,3,1,3,1,3,5,3,2,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),27493,FBpp0072839
1838,2277,FBgn0013432,93.38,37,29,22,37,37,0,0,0,0,4.0085E6,3.5666E6,4.916E6,5.1461E6,,,,,4,4,5,3,5,7,0,0,0,0,Oxidation (M),10962,FBpp0070415
3213,3351,FBgn0032053,93.37,16,9,9,16,9,0,0,0,0,7.1652E4,0,3.7286E5,5.0036E4,,,,,2,2,2,1,2,1,0,0,0,0,,20233,FBpp0079304
3485,2903,FBgn0026369,93.24,2,1,0,0,0,1,1,0,0,0,,,,1.135E5,6.5537E4,,,2,2,1,0,0,0,1,1,0,0,,146310,FBpp0071564
3055,2694,FBgn0038571,93.20,25,12,12,25,0,0,0,0,0,3.9336E4,1.2933E5,2.077E6,,,,,,3,3,1,1,3,0,0,0,0,0,,14749,FBpp0099676
2641,2660,FBgn0024986,93.20,21,16,16,10,15,0,0,0,0,5.5281E5,5.0383E5,7.2652E5,6.0882E5,,,,,3,3,4,3,2,3,0,0,0,0,,17854,FBpp0070224
2011,2485,FBgn0025879,93.17,13,5,5,13,9,0,0,0,0,5.9111E5,1.2701E5,9.6296E5,7.8562E4,,,,,2,2,2,1,2,1,0,0,0,0,Carbamidomethylation; Oxidation (M),23980,FBpp0081722
1853,2092,FBgn0000229,93.08,12,3,2,6,2,2,4,0,0,0,,5.5625E5,6.8849E4,,1.3779E5,,,4,3,1,1,2,1,1,1,0,0,,43027,FBpp0079676
3016,2181,FBgn0035207,93.04,4,0,0,1,0,4,0,0,1,,,9.698E4,,6.2123E5,,,5.9878E4,4,4,0,0,1,0,4,0,0,1,Oxidation (M),119506,FBpp0302692
2214,2380,FBgn0016698,93.01,10,3,0,0,0,5,3,0,5,1.7683E5,,,,3.863E5,2.4485E5,,2.9904E4,3,3,1,0,0,0,3,2,0,1,,44257,FBpp0077277
1988,1885,FBgn0261020,92.95,9,6,6,2,0,0,0,0,0,7.7541E5,1.5565E6,0,,,,,,3,3,2,3,1,0,0,0,0,0,Oxidation (M),37081,FBpp0079234
2692,2074,FBgn0010173,92.92,8,2,0,0,0,4,6,3,0,0,,,,2.8046E5,9.2491E4,5.0861E3,,4,4,1,0,0,0,2,3,1,0,Carbamidomethylation,66625,FBpp0081356
2937,3138,FBgn0038407,92.81,4,2,4,4,4,0,0,0,0,2.3469E6,2.5481E6,2.5249E6,2.7767E6,,,,,2,2,1,2,2,2,0,0,0,0,Carbamidomethylation; Oxidation (M),60872,FBpp0082730
2442,2094,FBgn0030457,92.73,7,0,2,0,0,4,2,2,0,,2.1839E5,,,9.4465E4,0,4.3963E3,,3,3,0,1,0,0,2,1,1,0,,56668,FBpp0073558
2048,2172,FBgn0039485,92.60,14,0,0,0,0,8,10,0,0,,,,,1.1998E6,4.6547E5,,,3,3,0,0,0,0,3,3,0,0,Oxidation (M),31000,FBpp0423054
2065,2249,FBgn0043578,92.58,26,15,0,0,8,19,0,15,5,3.4639E4,,,0,2.3583E5,,3.7015E5,2.6063E4,4,4,2,0,0,1,4,0,2,1,Oxidation (M),20998,FBpp0075107
2687,2001,FBgn0001341,92.54,3,0,2,3,3,0,0,0,0,,1.5561E5,3.5071E5,4.4461E5,,,,,4,4,0,2,3,3,0,0,0,0,,127866,FBpp0070114
2303,1986,FBgn0036765,92.53,5,2,4,3,2,0,0,0,0,1.4015E6,1.6422E6,3.1582E6,1.0454E6,,,,,3,3,1,2,3,1,0,0,0,0,,65517,FBpp0074908
3350,2581,FBgn0003447,92.46,6,0,0,0,0,2,4,0,4,,,,,5.8226E4,1.1261E5,,8.9585E3,3,3,0,0,0,0,1,2,0,2,,57279,FBpp0071057
2483,2374,FBgn0259482,92.46,20,10,6,20,6,6,4,0,0,9.5219E5,1.2037E5,4.2016E5,3.1788E4,9.2527E4,9.5643E3,,,3,3,2,1,3,1,1,3,0,0,,25546,FBpp0079573
2336,2206,FBgn0029608,92.43,12,0,9,0,3,9,8,0,0,,3.575E5,,8.31E4,2.7074E5,6.543E4,,,3,3,0,2,0,1,2,2,0,0,,34631,FBpp0070400
2718,1875,FBgn0260750,92.43,9,5,2,2,2,0,0,0,0,1.3301E5,0,0,1.0613E5,,,,,4,4,2,1,1,1,0,0,0,0,Carbamidomethylation; Oxidation (M),45715,FBpp0079576
3555,2253,FBgn0038722,92.41,4,0,0,0,0,4,0,0,0,,,,,1.1503E5,,,,2,2,0,0,0,0,2,0,0,0,,55528,FBpp0083195
2298,1942,FBgn0038585,92.33,8,3,2,8,3,0,0,0,0,2.1463E5,0,8.5433E5,8.7943E4,,,,,3,3,1,1,3,1,0,0,0,0,,36498,FBpp0082984
3088,2880,FBgn0037637,92.28,18,12,0,18,12,0,0,0,0,2.8333E4,,2.4266E5,2.4105E4,,,,,2,2,1,0,2,1,0,0,0,0,Carbamidomethylation; Oxidation (M),16717,FBpp0081412
2494,2270,FBgn0035951,92.22,9,0,0,0,0,6,9,3,0,,,,,3.0433E5,2.5411E5,0,,3,3,0,0,0,0,2,3,1,0,,45350,FBpp0076246
2381,1912,FBgn0030809,92.02,3,0,1,1,0,2,1,0,0,,0,2.382E5,,1.4939E5,7.5022E4,,,4,4,0,1,2,0,3,1,0,0,Carbamidomethylation,208359,FBpp0074189
1655,2273,FBgn0013762,91.91,15,12,6,4,6,7,7,0,0,1.1426E6,7.8487E5,4.1129E4,4.3122E5,3.8984E5,2.9306E5,,,4,3,4,2,1,2,3,4,0,0,,33180,FBpp0086483
3037,2711,FBgn0029819,91.89,5,0,5,5,3,0,0,0,0,,2.2484E5,1.4998E5,1.1927E5,,,,,2,2,0,2,2,2,0,0,0,0,Oxidation (M),60880,FBpp0070793
2460,2653,FBgn0020545,91.89,12,8,0,7,0,8,0,8,0,2.9877E5,,4.0268E5,,1.239E5,,1.3054E5,,3,3,2,0,2,0,3,0,2,0,,37094,FBpp0077681
2386,1991,FBgn0029807,91.73,5,0,0,0,0,2,4,0,0,,,,,2.2787E5,3.9835E5,,,4,4,0,0,0,0,2,4,0,0,Oxidation (M),125335,FBpp0070798
2344,2969,FBgn0037011,91.68,15,0,3,12,12,3,0,0,0,,1.1152E6,8.0112E4,0,2.04E5,,,,2,2,0,1,1,1,1,0,0,0,,28250,FBpp0077868
2047,2064,FBgn0035793,91.64,2,2,2,2,2,1,0,1,0,3.678E5,3.0186E5,1.1474E6,6.2765E5,9.7053E4,,2.1084E4,,3,3,2,2,3,3,1,0,1,0,Oxidation (M),143599,FBpp0288465
2245,1910,FBgn0262115,91.55,8,2,0,2,0,2,0,0,2,1.9352E5,,1.9016E5,,0,,,7.3951E4,4,4,1,0,1,0,1,0,0,1,Deamidation (NQ),54534,FBpp0110523
2705,2211,FBgn0035696,91.49,6,0,2,0,6,0,0,0,0,,0,,1.7677E6,,,,,4,4,0,1,0,4,0,0,0,0,Oxidation (M),89881,FBpp0076718
2173,4129,FBgn0034919,91.36,18,18,18,18,10,0,0,0,0,8.8471E5,2.9737E5,1.4411E5,4.794E5,,,,,2,2,6,4,6,3,0,0,0,0,Oxidation (M),22197,FBpp0072037
1828,2030,FBgn0031637,91.28,3,1,1,1,1,0,3,0,0,4.8848E5,9.0189E5,8.3829E5,6.5911E5,,1.0773E5,,,2,2,1,1,1,1,0,2,0,0,Oxidation (M),83227,FBpp0290163
2559,2386,FBgn0026721,91.28,3,0,0,0,0,2,1,1,1,,,,,0,7.4646E4,2.4559E4,2.1811E4,2,2,0,0,0,0,1,1,2,1,,84946,FBpp0086129
2487,3502,FBgn0036998,91.20,22,22,22,22,9,0,0,0,0,8.3084E5,1.6726E6,1.1998E6,1.0457E6,,,,,2,2,3,4,4,1,0,0,0,0,Deamidation (NQ),11397,FBpp0077856
2896,2699,FBgn0037150,91.15,7,7,7,3,3,0,0,0,0,3.1542E5,4.1321E5,3.3187E5,3.5055E5,,,,,2,2,2,2,1,1,0,0,0,0,,38320,FBpp0078138
2208,2900,FBgn0015299,91.05,19,9,19,18,18,9,0,0,0,0,1.8194E5,4.4251E5,2.1555E6,0,,,,3,3,1,3,2,2,1,0,0,0,,12189,FBpp0079211
2436,3419,FBgn0032394,90.95,6,5,5,5,5,0,0,0,0,2.033E6,2.9583E6,3.2792E6,3.265E6,,,,,3,3,2,2,2,4,0,0,0,0,,27542,FBpp0079897
2253,2416,FBgn0004179,90.85,10,10,10,0,10,0,0,0,0,8.6462E5,6.5405E5,,1.149E6,,,,,2,2,4,3,0,2,0,0,0,0,Oxidation (M),26897,FBpp0078146
2165,2487,FBgn0032213,90.71,5,0,0,3,3,3,5,0,0,,,0,1.2647E5,5.8496E4,4.8668E5,,,2,2,0,0,1,1,2,3,0,0,,44820,FBpp0079653
3196,2620,FBgn0047178,90.66,21,8,0,8,21,0,0,0,0,1.6533E5,,5.4616E4,8.9912E5,,,,,3,3,1,0,1,3,0,0,0,0,Carbamidomethylation,24807,FBpp0075400
1951,1911,FBgn0034081,90.63,14,4,4,14,4,0,0,0,0,3.0263E5,1.2837E5,9.372E5,2.0803E5,,,,,3,3,1,1,4,1,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),22677,FBpp0311708
2334,1920,FBgn0033226,90.60,14,2,4,10,5,0,0,0,0,3.9675E5,5.8633E4,9.264E5,6.7339E5,,,,,5,5,1,1,4,2,0,0,0,0,Oxidation (M),50378,FBpp0087910
2722,2468,FBgn0038321,90.53,8,4,0,4,0,8,0,0,0,8.8711E4,,5.055E4,,6.2729E3,,,,2,2,1,0,1,0,2,0,0,0,,37853,FBpp0082573
2640,2082,FBgn0028841,90.52,19,0,0,9,10,0,0,0,0,,,2.1868E6,1.8271E5,,,,,3,3,0,0,3,1,0,0,0,0,Oxidation (M),34065,FBpp0099678
2033,2401,FBgn0050481,90.51,24,6,6,24,6,0,0,0,0,9.1693E5,8.8416E5,2.0369E6,5.1158E5,,,,,3,3,4,5,4,3,0,0,0,0,,16861,FBpp0099679
2990,2247,FBgn0030674,90.46,1,0,0,0,0,0,0,0,0,0,1.0447E5,,0,,,,,3,3,1,1,0,1,0,0,0,0,,557637,FBpp0309265
3360,2875,FBgn0035987,90.43,14,0,14,14,8,0,0,0,0,,3.0667E5,1.7729E5,5.5663E5,,,,,2,2,0,2,2,1,0,0,0,0,,26962,FBpp0110163
2557,2339,FBgn0034951,90.42,9,0,0,4,5,2,2,2,2,,,0,2.5549E6,1.9792E5,1.335E5,1.7199E4,6.1384E4,3,3,0,0,1,2,1,1,1,1,,52404,FBpp0309953
2350,2085,FBgn0031099,90.38,14,3,0,0,0,11,7,6,0,0,,,,1.2801E5,4.4408E4,6.4748E4,,4,4,1,0,0,0,3,2,2,0,,47004,FBpp0290783
2849,2703,FBgn0030357,90.36,13,4,0,0,0,8,9,0,0,7.5724E4,,,,4.6891E5,6.3444E3,,,3,3,1,0,0,0,2,2,0,0,Carbamidomethylation,37729,FBpp0304137
3064,2323,FBgn0035760,90.33,12,0,7,0,5,0,0,0,0,,8.6443E5,,2.6614E5,,,,,3,3,0,2,0,1,0,0,0,0,Oxidation (M),30526,FBpp0076548
2238,2228,FBgn0033737,90.33,7,2,0,2,0,7,0,4,0,2.1923E5,,5.6922E4,,1.5222E5,,4.2908E3,,4,3,1,0,1,0,4,0,2,0,Oxidation (M),64397,FBpp0087063
1963,2097,FBgn0011361,90.32,14,9,9,14,14,0,0,0,0,2.1398E6,1.9127E6,2.0414E7,1.835E7,,,,,3,3,2,2,3,3,0,0,0,0,,20581,FBpp0304248
2328,1934,FBgn0025777,90.09,6,0,2,4,3,0,2,0,2,,0,2.9851E5,2.1899E5,,3.5167E4,,1.4486E4,3,3,0,1,2,2,0,1,0,1,Deamidation (NQ),57361,FBpp0302927
1174,2775,FBgn0029785,90.04,23,17,23,23,17,11,0,11,11,4.7398E6,1.3241E7,1.6603E7,1.2838E7,9.571E4,,3.5714E5,2.0813E5,3,3,13,15,12,11,1,0,2,1,Oxidation (M),14450,FBpp0070766
3049,2260,FBgn0032731,90.00,25,0,19,6,0,0,0,0,0,,1.3949E5,0,,,,,,4,4,0,3,1,0,0,0,0,0,,25087,FBpp0080727
2456,2368,FBgn0085474,89.97,24,14,24,7,14,0,0,0,0,3.731E5,4.9897E5,0,1.6013E5,,,,,3,3,2,3,1,2,0,0,0,0,Carbamidomethylation,15461,FBpp0111661
2697,1907,FBgn0037583,89.77,7,2,2,3,6,0,0,0,0,0,9.7346E4,1.381E5,3.131E5,,,,,4,4,1,1,2,3,0,0,0,0,Oxidation (M),71908,FBpp0081342
2555,2399,FBgn0031821,89.75,9,0,0,0,0,9,9,2,0,,,,,3.2915E5,5.5486E4,2.551E4,,3,3,0,0,0,0,3,4,1,0,,34911,FBpp0078895
2658,2355,FBgn0035534,89.68,21,7,7,13,16,0,0,0,0,1.6279E5,7.7977E4,1.4582E5,0,,,,,3,3,2,1,2,2,0,0,0,0,,17015,FBpp0073144
2015,2739,FBgn0032297,89.66,25,17,25,25,10,15,0,6,0,1.6827E5,3.2623E6,4.9577E5,0,3.0703E5,,0,,3,3,3,6,4,1,2,0,1,0,Oxidation (M),14584,FBpp0079706
2439,1976,FBgn0030966,89.64,6,2,0,3,3,0,0,0,0,1.956E5,,1.0105E6,5.6882E5,,,,,3,3,1,0,2,2,0,0,0,0,,64346,FBpp0074426
3086,4783,FBgn0025712,89.57,18,0,11,18,18,0,0,0,0,,2.6624E4,4.0778E5,2.1005E5,,,,,2,2,0,1,3,2,0,0,0,0,,17888,FBpp0072644
