Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Tissue Area,Fluid Area,Tissue Area (top-3 peptides),Fluid Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
1093,1049,FBgn0035631,1.35,32,6,6,Oxidation (M),6.6755E6,7.4083E6,6.8757E6,9.8893E6,7.0323E6,9.9226E6,9.6646E6,6.7356E6,6.6755E6,6.4552E6,3.9728E6,8.1265E6,6.1887E6,6.676E6,8.6153E6,6.6473E6,1.68:1.62:1.00:2.05:1.56:1.68:2.17:1.67,1.0389E7,1.0765E7,8.0876E6,8.743E6,1.00:1.08,31728,FBpp0076804
1336,1065,FBgn0025381,1.35,7,2,2,Carbamidomethylation,4.0551E5,4.6349E5,9.0411E5,1.1442E6,1.7296E6,3.6954E4,2.1224E6,3.2702E5,4.0551E5,4.6349E5,9.0411E5,1.1442E6,1.7296E6,3.6954E4,2.1224E6,3.2702E5,0.45:0.51:1.00:1.27:1.91:0.04:2.35:0.36,7.7134E5,1.4053E6,7.7134E5,1.4053E6,1.00:1.82,34219,FBpp0070249
812,625,FBgn0010548,1.34,2,1,1,,9.5903E4,3.1245E5,3.5594E5,1.9454E5,0,4.9093E5,7.2635E5,1.1778E5,9.5903E4,3.1245E5,3.5594E5,1.9454E5,0,4.9093E5,7.2635E5,1.1778E5,0.27:0.88:1.00:0.55:0:1.38:2.04:0.33,2.3971E5,4.4502E5,2.3971E5,4.4502E5,1.00:1.86,63039,FBpp0300518
495,406,FBgn0015834,1.33,37,9,9,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.1538E6,2.0237E7,1.3532E7,1.2588E7,7.4293E6,1.6188E7,1.3072E7,1.8724E7,5.5061E6,1.0029E7,7.6085E6,6.3842E6,4.3254E6,7.6267E6,9.3763E6,1.2861E7,0.72:1.32:1.00:0.84:0.57:1.00:1.23:1.69,1.4953E7,1.6486E7,8.2381E6,9.8292E6,1.00:1.19,36160,FBpp0078689
1517,2155,FBgn0034920,1.30,6,1,1,,0,0,7.3782E5,6.9535E5,7.8133E5,3.1386E5,9.9863E5,6.441E5,0,0,7.3782E5,6.9535E5,7.8133E5,3.1386E5,9.9863E5,6.441E5,0:0:1.00:0.94:1.06:0.43:1.35:0.87,7.1658E5,6.8448E5,7.1658E5,6.8448E5,1.00:0.96,29649,FBpp0072040
305,218,FBgn0266464,1.30,12,7,7,Carbamidomethylation,7.2244E6,8.6638E6,5.4516E6,5.8342E6,1.0905E7,8.2761E6,4.5369E6,9.2664E6,4.7256E6,6.1446E6,5.3358E6,5.7305E6,6.1281E6,3.8541E6,4.0147E6,4.5741E6,0.89:1.15:1.00:1.07:1.15:0.72:0.75:0.86,9.6677E6,9.6655E6,7.3371E6,5.8997E6,1.00:0.80,83434,FBpp0082346
2217,2228,FBgn0033737,1.29,2,1,1,Oxidation (M),0,7.0895E4,5.4067E4,0,0,1.9688E5,6.2129E4,0,0,7.0895E4,5.4067E4,0,0,1.9688E5,6.2129E4,0,0:1.31:1.00:0:0:3.64:1.15:0,6.2481E4,1.295E5,6.2481E4,1.295E5,1.00:2.07,64397,FBpp0087063
391,447,FBgn0250843,1.29,71,17,17,Carbamidomethylation; Oxidation (M),1.7043E7,6.0314E7,6.7086E7,6.9562E7,8.7257E7,5.4445E7,9.812E7,4.6936E7,1.6166E7,3.0289E7,2.8637E7,2.8857E7,3.9785E7,3.1479E7,4.0206E7,3.1985E7,0.56:1.06:1.00:1.01:1.39:1.10:1.40:1.12,6.5127E7,7.7522E7,3.0175E7,3.8237E7,1.00:1.27,31059,FBpp0310201
248,331,FBgn0025725,1.28,6,7,7,,2.4221E6,3.3285E6,3.7232E6,3.8675E6,3.9433E6,2.5557E6,9.6527E5,6.3567E5,1.7592E6,2.337E6,2.1771E6,2.0245E6,3.0165E6,2.0665E6,4.9233E5,4.2536E5,0.81:1.07:1.00:0.93:1.39:0.95:0.23:0.20,3.444E6,2.4327E6,2.0745E6,1.7402E6,1.00:0.84,139329,FBpp0072693
1417,2098,FBgn0032774,1.26,6,1,1,,7.13E5,1.9468E5,7.2294E5,2.0642E5,5.7122E5,0,9.5654E3,7.9129E5,7.13E5,1.9468E5,7.2294E5,2.0642E5,5.7122E5,0,9.5654E3,7.9129E5,0.99:0.27:1.00:0.29:0.79:0:0.02:1.09,4.5926E5,4.5736E5,4.5926E5,4.5736E5,1.00:1.00,28920,FBpp0080762
19,10,FBgn0000043,1.26,2,1,1,,0,9.3855E6,9.0708E6,1.2926E7,4.6132E6,1.9813E6,4.9043E6,3.9239E6,0,9.3855E6,9.0708E6,1.2926E7,4.6132E6,1.9813E6,4.9043E6,3.9239E6,0:1.03:1.00:1.43:0.51:0.22:0.54:0.43,1.0461E7,3.8557E6,1.0461E7,3.8557E6,1.00:0.37,41824,FBpp0085365
1316,1500,FBgn0032518,1.26,19,3,3,Carbamidomethylation,1.1418E7,4.4019E7,4.9775E7,2.1526E7,2.197E7,1.1187E7,4.8031E7,3.2314E7,1.1418E7,4.4019E7,4.9775E7,2.1526E7,2.197E7,1.1187E7,4.8031E7,3.2314E7,0.23:0.88:1.00:0.43:0.44:0.22:0.96:0.65,3.1684E7,2.9437E7,3.1684E7,2.9437E7,1.00:0.93,17520,FBpp0080102
893,2026,FBgn0053126,1.25,24,5,5,,9.125E6,1.0732E7,8.7225E6,7.0362E6,1.071E7,7.6254E6,8.1346E6,5.2822E6,8.8877E6,9.9259E6,8.0142E6,6.8724E6,9.0219E6,7.5294E6,7.4161E6,4.6923E6,1.11:1.24:1.00:0.86:1.13:0.94:0.93:0.59,1.04E7,9.6684E6,9.7619E6,8.7506E6,1.00:0.90,27163,FBpp0302979
2735,2689,FBgn0034913,1.24,4,1,1,,3.4744E4,7.4256E4,1.1327E5,0,5.7695E4,1.8699E5,7.1752E4,0,3.4744E4,7.4256E4,1.1327E5,0,5.7695E4,1.8699E5,7.1752E4,0,0.31:0.66:1.00:0:0.51:1.65:0.63:0,7.409E4,1.0548E5,7.409E4,1.0548E5,1.00:1.42,31596,FBpp0072145
1790,1525,FBgn0037135,1.23,1,1,1,,2.6096E5,4.9328E5,1.4231E5,2.4339E5,3.2048E5,0,1.0473E6,6.1748E5,2.6096E5,4.9328E5,1.4231E5,2.4339E5,3.2048E5,0,1.0473E6,6.1748E5,1.83:3.47:1.00:1.71:2.25:0:7.36:4.34,2.8499E5,6.6175E5,2.8499E5,6.6175E5,1.00:2.32,70071,FBpp0078095
1781,1576,FBgn0243511,1.22,1,1,1,,0,0,2.3953E5,2.6673E5,5.496E5,0,2.6571E5,0,0,0,2.3953E5,2.6673E5,5.496E5,0,2.6571E5,0,0:0:1.00:1.11:2.29:0:1.11:0,2.5313E5,4.0765E5,2.5313E5,4.0765E5,1.00:1.61,109110,FBpp0083238
2606,2648,FBgn0013726,1.21,2,1,1,,1.4775E5,1.6384E5,1.8996E5,1.5022E5,2.9245E5,4.4094E5,1.7687E5,2.7922E5,1.4775E5,1.6384E5,1.8996E5,1.5022E5,2.9245E5,4.4094E5,1.7687E5,2.7922E5,0.78:0.86:1.00:0.79:1.54:2.32:0.93:1.47,1.6294E5,2.9737E5,1.6294E5,2.9737E5,1.00:1.83,60144,FBpp0087869
2706,2883,FBgn0034460,1.21,11,1,1,,1.6467E5,2.4656E5,1.6491E5,1.6884E5,2.5221E5,9.8493E4,3.1407E5,2.8408E5,1.6467E5,2.4656E5,1.6491E5,1.6884E5,2.5221E5,9.8493E4,3.1407E5,2.8408E5,1.00:1.50:1.00:1.02:1.53:0.60:1.90:1.72,1.8625E5,2.3722E5,1.8625E5,2.3722E5,1.00:1.27,10522,FBpp0085665
1996,2062,FBgn0067864,1.20,1,1,1,,2.3831E5,0,3.881E5,6.4721E5,5.1606E4,4.3106E5,1.0019E5,1.1585E6,2.3831E5,0,3.881E5,6.4721E5,5.1606E4,4.3106E5,1.0019E5,1.1585E6,0.61:0:1.00:1.67:0.13:1.11:0.26:2.99,4.2454E5,4.3534E5,4.2454E5,4.3534E5,1.00:1.03,92852,FBpp0072662
2111,2242,FBgn0030582,1.17,2,1,1,,0,9.1981E4,5.7022E4,5.4953E4,3.5757E5,0,3.88E4,0,0,9.1981E4,5.7022E4,5.4953E4,3.5757E5,0,3.88E4,0,0:1.61:1.00:0.96:6.27:0:0.68:0,6.7985E4,1.9819E5,6.7985E4,1.9819E5,1.00:2.92,93936,FBpp0073763
251,708,FBgn0015288,1.17,41,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.2686E7,5.9471E7,1.1345E8,9.2874E7,6.6124E7,7.3476E7,1.0167E8,6.2271E7,4.4952E7,5.3704E7,7.4821E7,6.7427E7,4.1041E7,5.5757E7,6.1478E7,3.3449E7,0.60:0.72:1.00:0.90:0.55:0.75:0.82:0.45,9.4365E7,9.9406E7,6.377E7,6.4692E7,1.00:1.01,30611,FBpp0070143
2070,2178,FBgn0023521,1.13,4,1,1,,0,2.9836E5,3.2155E5,1.0696E5,1.1993E5,2.4981E5,1.3889E5,0,0,2.9836E5,3.2155E5,1.0696E5,1.1993E5,2.4981E5,1.3889E5,0,0:0.93:1.00:0.33:0.37:0.78:0.43:0,2.4229E5,1.6954E5,2.4229E5,1.6954E5,1.00:0.70,33598,FBpp0070308
1991,1713,FBgn0032077,1.13,4,1,1,,1.0229E6,5.58E5,4.3967E5,3.4889E5,8.1627E5,5.4281E5,3.2776E5,1.6794E6,1.0229E6,5.58E5,4.3967E5,3.4889E5,8.1627E5,5.4281E5,3.2776E5,1.6794E6,2.33:1.27:1.00:0.79:1.86:1.23:0.75:3.82,5.9237E5,8.4156E5,5.9237E5,8.4156E5,1.00:1.42,22946,FBpp0079391
1473,1325,FBgn0014092,1.12,25,4,4,Carbamidomethylation; Oxidation (M),9.6778E5,7.1723E6,6.2338E5,1.3897E6,2.4287E6,2.0943E6,5.5874E6,2.2671E6,9.6778E5,6.8871E6,4.21E5,1.0506E6,2.4287E6,1.9429E6,5.4819E6,2.2671E6,2.30:16.36:1.00:2.50:5.77:4.61:13.02:5.38,3.2116E6,3.5714E6,2.9361E6,3.4429E6,1.00:1.17,32363,FBpp0080392
1279,1701,FBgn0029629,1.12,9,3,3,,9.9275E6,1.1606E6,3.38E6,3.8745E6,4.9774E6,2.1815E6,4.5176E6,4.8043E6,8.2215E6,1.0769E6,2.9575E6,3.1495E6,4.1419E6,2.1815E6,3.9041E6,4.3717E6,2.78:0.36:1.00:1.06:1.40:0.74:1.32:1.48,4.5857E6,4.8284E6,3.8514E6,4.2012E6,1.00:1.09,29946,FBpp0070430
2470,7718,FBgn0061360,1.11,15,1,1,,3.3363E5,9.6701E4,1.394E5,3.1584E5,2.6053E5,1.1921E5,9.3636E5,2.4352E5,3.3363E5,9.6701E4,1.394E5,3.1584E5,2.6053E5,1.1921E5,9.3636E5,2.4352E5,2.39:0.69:1.00:2.27:1.87:0.86:6.72:1.75,2.2139E5,3.8991E5,2.2139E5,3.8991E5,1.00:1.76,9802,FBpp0086996
1103,1370,FBgn0037700,1.11,3,1,1,,2.6583E4,1.1407E5,1.9424E4,5.3058E5,8.672E4,2.6938E5,8.619E5,0,2.6583E4,1.1407E5,1.9424E4,5.3058E5,8.672E4,2.6938E5,8.619E5,0,1.37:5.87:1.00:27.32:4.46:13.87:44.37:0,1.7266E5,4.06E5,1.7266E5,4.06E5,1.00:2.35,32905,FBpp0081539
2386,3912,FBgn0010228,1.11,13,1,1,Deamidation (NQ),8.5318E5,4.2845E5,7.8911E5,5.5448E5,3.113E5,2.1615E5,8.2205E5,9.0939E5,8.5318E5,4.2845E5,7.8911E5,5.5448E5,3.113E5,2.1615E5,8.2205E5,9.0939E5,1.08:0.54:1.00:0.70:0.39:0.27:1.04:1.15,6.5631E5,5.6472E5,6.5631E5,5.6472E5,1.00:0.86,12656,FBpp0071590
1474,2434,FBgn0035423,1.09,34,3,3,,5.5441E6,8.8273E6,5.5861E6,9.6157E6,4.5514E6,3.9981E6,1.2064E7,1.068E7,5.5441E6,8.8273E6,5.5861E6,9.6157E6,4.5514E6,3.9981E6,1.2064E7,1.068E7,0.99:1.58:1.00:1.72:0.81:0.72:2.16:1.91,7.3933E6,7.8234E6,7.3933E6,7.8234E6,1.00:1.06,12450,FBpp0072908
1058,966,FBgn0030518,1.07,25,4,4,Oxidation (M),7.1645E6,2.6481E6,4.6124E6,2.6568E6,6.1644E6,1.3161E6,3.765E6,1.4841E7,6.9426E6,2.3271E6,4.3272E6,1.927E6,4.657E6,8.864E5,3.5451E6,1.0821E7,1.60:0.54:1.00:0.45:1.08:0.20:0.82:2.50,4.9846E6,9.0177E6,4.3312E6,6.8768E6,1.00:1.59,26011,FBpp0073649
202,33,FBgn0032076,1.06,10,4,4,,1.4307E6,1.4579E6,1.0355E6,2.0648E5,3.0607E6,1.4228E5,3.2827E6,1.0887E6,1.4307E6,1.2329E6,8.7433E5,1.8938E5,2.6274E6,1.4228E5,3.1588E6,1.0887E6,1.64:1.41:1.00:0.22:3.00:0.16:3.61:1.25,1.3317E6,2.5766E6,1.1972E6,2.2979E6,1.00:1.92,52206,FBpp0099918
1010,759,FBgn0027093,1.04,7,4,4,Carbamidomethylation,2.7589E6,3.5469E6,3.2941E6,2.8283E6,2.9137E6,2.1325E6,4.1627E6,1.1286E6,2.5381E6,3.2397E6,3.2941E6,2.7461E6,2.6183E6,1.8773E6,4.0067E6,1.1286E6,0.77:0.98:1.00:0.83:0.79:0.57:1.22:0.34,3.1579E6,2.6433E6,2.9545E6,2.4077E6,1.00:0.81,75577,FBpp0073965
1434,1504,FBgn0024509,1.03,16,5,5,Carbamidomethylation,4.3077E6,1.8427E7,1.4829E7,1.4467E7,1.1051E7,1.68E7,1.6947E7,8.5976E6,3.3916E6,1.2855E7,1.0482E7,1.1529E7,9.2221E6,1.68E7,1.3665E7,6.7356E6,0.32:1.23:1.00:1.10:0.88:1.60:1.30:0.64,1.3008E7,1.4138E7,9.5646E6,1.1814E7,1.00:1.24,39528,FBpp0083801
2835,3727,FBgn0036505,0.99,4,1,1,,2.001E5,4.6959E5,4.0318E5,5.3604E5,3.2916E5,1.8098E4,3.3077E5,3.0014E5,2.001E5,4.6959E5,4.0318E5,5.3604E5,3.2916E5,1.8098E4,3.3077E5,3.0014E5,0.50:1.16:1.00:1.33:0.82:0.04:0.82:0.74,4.0223E5,2.4454E5,4.0223E5,2.4454E5,1.00:0.61,29351,FBpp0075353
479,343,FBgn0022382,0.98,6,2,2,,2.0671E6,2.6968E6,3.8374E6,2.9988E6,3.3253E6,1.8386E6,1.3771E6,4.994E5,2.0671E6,2.6968E6,3.8374E6,2.9988E6,3.3253E6,1.8386E6,1.3771E6,4.994E5,0.54:0.70:1.00:0.78:0.87:0.48:0.36:0.13,3.383E6,2.441E6,3.383E6,2.441E6,1.00:0.72,42748,FBpp0087523
2139,2056,FBgn0032670,0.96,4,1,1,,0,5.0269E4,5.622E4,1.5924E5,1.3368E5,0,8.9735E4,9.6952E4,0,5.0269E4,5.622E4,1.5924E5,1.3368E5,0,8.9735E4,9.6952E4,0:0.89:1.00:2.83:2.38:0:1.60:1.72,8.8575E4,1.0679E5,8.8575E4,1.0679E5,1.00:1.21,32699,FBpp0080602
952,942,FBgn0010620,0.96,22,5,5,Deamidation (NQ),1.1983E7,7.3242E6,1.4873E7,1.1302E7,8.1113E6,1.3266E7,1.1026E7,7.5475E6,1.1595E7,6.5829E6,1.354E7,1.0181E7,6.9733E6,1.1261E7,1.0525E7,6.9642E6,0.86:0.49:1.00:0.75:0.52:0.83:0.78:0.51,1.1894E7,1.0168E7,1.0475E7,8.9596E6,1.00:0.86,30689,FBpp0086065
103,142,FBgn0266446,0.94,5,3,3,,6.6917E4,2.7577E6,3.0034E6,2.9856E6,2.4101E6,2.0474E6,7.7234E5,4.4318E5,6.6917E4,2.7577E6,3.0034E6,2.9856E6,2.4101E6,2.0474E6,7.7234E5,4.4318E5,0.02:0.92:1.00:0.99:0.80:0.68:0.26:0.15,2.6572E6,1.891E6,2.6572E6,1.891E6,1.00:0.71,68642,FBpp0310812
1600,1855,FBgn0040398,0.93,12,2,2,,5.6071E5,1.5516E5,3.4241E5,2.0295E5,8.5513E5,7.116E5,1.4191E5,1.7984E5,5.6071E5,1.5516E5,3.4241E5,2.0295E5,8.5513E5,7.116E5,1.4191E5,1.7984E5,1.64:0.45:1.00:0.59:2.50:2.08:0.41:0.53,4.2041E5,7.9541E5,4.2041E5,7.9541E5,1.00:1.89,35032,FBpp0070172
1007,663,FBgn0087035,0.92,1,1,1,,1.5077E5,3.6651E5,4.901E5,3.5198E5,3.2355E4,0,5.0904E3,8.2058E5,1.5077E5,3.6651E5,4.901E5,3.5198E5,3.2355E4,0,5.0904E3,8.2058E5,0.31:0.75:1.00:0.72:0.07:0:0.02:1.67,3.3984E5,2.8601E5,3.3984E5,2.8601E5,1.00:0.84,137216,FBpp0075313
1727,1839,FBgn0043806,0.91,12,3,3,Carbamidomethylation,2.8411E6,1.611E6,2.5741E6,2.7606E6,3.6057E6,2.4601E5,3.4993E6,2.8487E6,2.8411E6,1.611E6,2.5741E6,2.7606E6,3.6057E6,2.4601E5,3.4993E6,2.8487E6,1.10:0.63:1.00:1.07:1.40:0.10:1.36:1.11,2.4467E6,2.5499E6,2.4467E6,2.5499E6,1.00:1.04,32177,FBpp0076256
2160,1879,FBgn0035714,0.90,4,1,1,,7.5227E5,8.4905E5,8.0467E5,1.5838E6,1.9332E6,2.1397E5,6.5255E5,2.3883E6,7.5227E5,8.4905E5,8.0467E5,1.5838E6,1.9332E6,2.1397E5,6.5255E5,2.3883E6,0.93:1.06:1.00:1.97:2.40:0.27:0.81:2.97,9.9744E5,1.297E6,9.9744E5,1.297E6,1.00:1.30,28636,FBpp0076652
1583,1375,FBgn0038013,0.89,6,2,2,,1.6179E6,1.7008E6,1.4238E6,1.2045E6,1.1468E6,1.7329E6,2.338E6,1.2515E6,1.6179E6,1.7008E6,1.4238E6,1.2045E6,1.1468E6,1.7329E6,2.338E6,1.2515E6,1.14:1.19:1.00:0.85:0.81:1.22:1.64:0.88,1.6675E6,1.682E6,1.6675E6,1.682E6,1.00:1.01,36561,FBpp0082085
1194,1710,FBgn0000173,0.89,25,4,4,Oxidation (M),8.3382E6,5.8635E6,6.3557E6,4.6645E6,4.3377E6,3.0181E6,1.0006E7,1.0596E7,7.7335E6,5.0098E6,5.8565E6,4.1892E6,3.6235E6,2.6424E6,8.403E6,9.1693E6,1.32:0.86:1.00:0.72:0.62:0.45:1.43:1.57,6.3055E6,6.9894E6,5.6972E6,5.9595E6,1.00:1.05,17236,FBpp0073686
2460,2518,FBgn0025809,0.88,4,1,1,Deamidation (NQ),3.2976E5,3.322E4,1.4195E5,5.8018E4,1.8528E5,3.0497E5,4.6634E4,0,3.2976E5,3.322E4,1.4195E5,5.8018E4,1.8528E5,3.0497E5,4.6634E4,0,2.32:0.23:1.00:0.41:1.31:2.15:0.33:0,1.4074E5,1.7896E5,1.4074E5,1.7896E5,1.00:1.27,25461,FBpp0073975
2025,2201,FBgn0003008,0.87,5,1,1,,2.4916E5,3.616E5,2.9793E5,2.3138E5,2.8462E5,0,5.0258E5,4.2103E5,2.4916E5,3.616E5,2.9793E5,2.3138E5,2.8462E5,0,5.0258E5,4.2103E5,0.84:1.21:1.00:0.78:0.96:0:1.69:1.41,2.8502E5,4.0274E5,2.8502E5,4.0274E5,1.00:1.41,21710,FBpp0072061
2407,6009,FBgn0038834,0.87,8,1,1,,0,0,1.2821E7,1.3061E7,2.1433E6,2.3882E6,1.3538E7,0,0,0,1.2821E7,1.3061E7,2.1433E6,2.3882E6,1.3538E7,0,0:0:1.00:1.02:0.17:0.19:1.06:0,1.2941E7,6.023E6,1.2941E7,6.023E6,1.00:0.47,14585,FBpp0083376
1381,1313,FBgn0033926,0.84,4,1,1,,1.7016E6,4.7475E5,2.604E6,2.2347E6,6.7011E5,3.0038E6,9.9979E5,9.4525E5,1.7016E6,4.7475E5,2.604E6,2.2347E6,6.7011E5,3.0038E6,9.9979E5,9.4525E5,0.65:0.18:1.00:0.86:0.26:1.15:0.38:0.36,1.7538E6,1.4047E6,1.7538E6,1.4047E6,1.00:0.80,28877,FBpp0086687
973,826,FBgn0051373,0.80,34,5,5,Carbamidomethylation; Oxidation (M),1.7026E7,9.9042E6,6.7909E6,5.5992E6,1.2067E7,2.4181E6,8.1951E6,1.7268E7,1.3829E7,7.9868E6,5.537E6,4.6023E6,9.7353E6,1.9968E6,7.7562E6,1.4978E7,2.50:1.44:1.00:0.83:1.76:0.36:1.40:2.71,1.0176E7,1.1501E7,8.3349E6,1.0131E7,1.00:1.22,22548,FBpp0081794
1856,1812,FBgn0039464,0.80,3,1,1,,1.7448E5,2.6202E5,8.8292E4,6.5549E4,7.1886E4,5.0282E5,7.0909E4,0,1.7448E5,2.6202E5,8.8292E4,6.5549E4,7.1886E4,5.0282E5,7.0909E4,0,1.98:2.97:1.00:0.74:0.81:5.69:0.80:0,1.4759E5,2.152E5,1.4759E5,2.152E5,1.00:1.46,41331,FBpp0084457
2309,2576,FBgn0040080,0.80,2,1,1,,2.0795E5,3.6307E5,3.956E5,0,3.9945E5,0,2.3906E5,0,2.0795E5,3.6307E5,3.956E5,0,3.9945E5,0,2.3906E5,0,0.53:0.92:1.00:0:1.01:0:0.60:0,3.2221E5,3.1925E5,3.2221E5,3.1925E5,1.00:0.99,71469,FBpp0084559
1127,723,FBgn0033814,0.77,7,4,4,,1.0675E6,1.054E6,1.3512E6,2.5652E6,3.8102E6,2.48E6,1.4836E6,1.8693E6,9.7161E5,9.8466E5,1.3512E6,2.5652E6,3.4316E6,1.5472E6,1.4836E6,1.6424E6,0.72:0.73:1.00:1.90:2.54:1.15:1.10:1.22,1.6808E6,2.6399E6,1.5982E6,2.1271E6,1.00:1.33,71841,FBpp0086873
1840,1933,FBgn0031048,0.75,7,1,1,,3.7037E4,1.3253E5,2.0568E5,1.4478E5,0,4.7438E5,1.5225E5,1.5451E5,3.7037E4,1.3253E5,2.0568E5,1.4478E5,0,4.7438E5,1.5225E5,1.5451E5,0.18:0.64:1.00:0.70:0:2.31:0.74:0.75,1.3001E5,2.6038E5,1.3001E5,2.6038E5,1.00:2.00,34621,FBpp0074530
1400,1101,FBgn0032859,0.74,9,2,2,,2.0196E6,4.045E6,2.5054E6,2.8614E6,3.3372E6,3.4194E6,4.1661E6,1.3088E6,2.0196E6,4.045E6,2.5054E6,2.8614E6,3.3372E6,3.4194E6,4.1661E6,1.3088E6,0.81:1.61:1.00:1.14:1.33:1.36:1.66:0.52,3.9287E6,4.5078E6,3.9287E6,4.5078E6,1.00:1.15,35104,FBpp0080890
1512,1162,FBgn0030668,0.72,11,4,4,,8.2875E6,2.6645E6,6.8257E6,5.4478E6,8.3922E6,1.5382E6,7.8198E6,3.8061E6,6.8215E6,4.8411E5,5.4394E6,4.5772E6,7.4334E6,4.5516E5,7.5625E6,2.5225E6,1.25:0.09:1.00:0.84:1.37:0.08:1.39:0.46,6.2266E6,7.231E6,4.583E6,5.6759E6,1.00:1.24,38111,FBpp0073869
1847,1967,FBgn0036237,0.72,4,1,1,,5.4335E5,8.0458E4,6.3923E5,3.4199E5,1.0393E6,4.7581E3,8.388E4,0,5.4335E5,8.0458E4,6.3923E5,3.4199E5,1.0393E6,4.7581E3,8.388E4,0,0.85:0.13:1.00:0.53:1.63:0.02:0.13:0,4.0126E5,3.7597E5,4.0126E5,3.7597E5,1.00:0.94,27440,FBpp0075794
1801,1746,FBgn0086768,0.71,10,2,2,,3.7331E6,2.0584E6,1.6825E6,1.8411E6,2.7183E6,0,1.2281E6,5.7046E6,3.7331E6,2.0584E6,1.6825E6,1.8411E6,2.7183E6,0,1.2281E6,5.7046E6,2.22:1.22:1.00:1.09:1.62:0:0.73:3.39,2.6036E6,3.217E6,2.6036E6,3.217E6,1.00:1.24,24590,FBpp0078405
727,624,FBgn0028983,0.71,14,5,5,,3.8631E5,8.3184E6,9.1613E6,8.8771E6,4.7354E6,1.5782E6,1.7029E7,6.9483E6,0,6.65E6,7.7891E6,7.4061E6,3.6183E6,7.6608E5,1.3217E7,5.6313E6,0:0.85:1.00:0.95:0.46:0.10:1.70:0.72,8.6342E6,8.8079E6,7.2817E6,6.6937E6,1.00:0.92,42148,FBpp0085912
519,864,FBgn0002284,0.68,51,8,8,Carbamidomethylation; Oxidation (M),3.703E7,1.8698E7,2.8294E7,2.4237E7,2.7373E7,6.9521E6,1.292E7,3.1884E7,1.8336E7,1.2098E7,1.8754E7,2.0383E7,2.2335E7,6.9521E6,1.127E7,2.5689E7,0.98:0.65:1.00:1.09:1.19:0.37:0.60:1.37,2.8472E7,2.2152E7,1.88E7,1.7857E7,1.00:0.95,25842,FBpp0075119
678,612,FBgn0064225,0.67,44,13,13,Carbamidomethylation,5.0054E7,1.0409E8,9.0404E7,8.4194E7,1.0515E8,8.5138E7,1.1362E8,9.0153E7,3.6952E7,5.7379E7,5.1215E7,5.826E7,6.5412E7,4.3137E7,6.3022E7,5.119E7,0.72:1.12:1.00:1.14:1.28:0.84:1.23:1.00,9.5209E7,1.0541E8,5.6853E7,5.9633E7,1.00:1.05,34037,FBpp0110421
161,224,FBgn0037891,0.65,2,1,1,,5.9145E5,7.9964E5,8.3823E5,7.291E5,8.3221E5,1.191E6,3.3497E5,9.8816E5,5.9145E5,7.9964E5,8.3823E5,7.291E5,8.3221E5,1.191E6,3.3497E5,9.8816E5,0.71:0.95:1.00:0.87:0.99:1.42:0.40:1.18,7.3961E5,9.5172E5,7.3961E5,9.5172E5,1.00:1.29,49924,FBpp0081834
1961,1971,FBgn0030740,0.65,3,1,1,,0,3.6311E5,7.5256E5,7.6813E5,4.9276E5,5.4963E4,1.007E6,7.3498E5,0,3.6311E5,7.5256E5,7.6813E5,4.9276E5,5.4963E4,1.007E6,7.3498E5,0:0.48:1.00:1.02:0.65:0.07:1.34:0.98,6.2793E5,5.7243E5,6.2793E5,5.7243E5,1.00:0.91,33817,FBpp0074016
1721,1548,FBgn0040068,0.63,1,1,1,,1.8531E5,1.9656E5,2.558E5,2.1618E5,4.4745E5,1.8522E5,6.0842E4,1.2946E5,1.8531E5,1.9656E5,2.558E5,2.1618E5,4.4745E5,1.8522E5,6.0842E4,1.2946E5,0.72:0.77:1.00:0.85:1.75:0.72:0.24:0.51,2.1346E5,2.0574E5,2.1346E5,2.0574E5,1.00:0.96,113585,FBpp0112228
1106,1045,FBgn0033846,0.61,2,1,1,,0,0,4.7604E4,5.6271E4,7.3307E4,6.4424E4,0,0,0,0,4.7604E4,5.6271E4,7.3307E4,6.4424E4,0,0,0:0:1.00:1.18:1.54:1.35:0:0,5.1938E4,6.8866E4,5.1938E4,6.8866E4,1.00:1.33,100476,FBpp0290602
1278,1816,FBgn0050499,0.60,27,4,4,,1.0225E7,5.102E6,7.7054E6,2.8568E6,9.4146E6,0,7.314E6,1.5178E7,9.6908E6,4.8887E6,7.61E6,2.8568E6,9.1775E6,0,7.1026E6,1.4487E7,1.27:0.64:1.00:0.38:1.21:0:0.93:1.90,6.5425E6,1.0636E7,6.2616E6,1.0256E7,1.00:1.64,24228,FBpp0088028
