Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Sample Profile (Ratio),Tissue_U Area,Tissue_PM Area,Tissue_U Area (top-3 peptides),Tissue_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
1836,2556,FBgn0267976,0.36,6,1,1,,3.909E5,5.026E5,6.6505E5,9.0899E4,3.909E5,5.026E5,6.6505E5,9.0899E4,0.78:1.00:1.32:0.18,4.4675E5,3.7798E5,4.4675E5,3.7798E5,1.00:0.85,22138,FBpp0112504
345,185,FBgn0262125,0.36,10,6,6,Oxidation (M),9.1331E6,1.2743E7,1.1606E7,9.77E6,7.1564E6,9.7155E6,9.2761E6,8.8841E6,0.74:1.00:0.95:0.91,1.0938E7,1.0688E7,8.4359E6,9.0801E6,1.00:1.08,87568,FBpp0301099
354,213,FBgn0286783,0.36,27,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0862E8,1.274E8,1.2161E8,1.0666E8,5.372E7,5.8517E7,5.6499E7,5.1173E7,0.92:1.00:0.97:0.87,1.1801E8,1.1413E8,5.6119E7,5.3836E7,1.00:0.96,65988,FBpp0087472
499,465,FBgn0022359,0.35,8,2,2,Carbamidomethylation; Oxidation (M),4.0625E5,6.6232E6,3.9639E6,4.4542E6,4.0625E5,6.6232E6,3.9639E6,4.4542E6,0.06:1.00:0.60:0.67,3.5147E6,4.209E6,3.5147E6,4.209E6,1.00:1.20,38662,FBpp0081800
1437,1102,FBgn0036806,0.35,4,2,2,Oxidation (M),4.372E6,1.5775E6,2.8569E6,3.5368E6,4.372E6,1.5775E6,2.8569E6,3.5368E6,2.77:1.00:1.81:2.24,2.9747E6,3.1969E6,2.9747E6,3.1969E6,1.00:1.07,60598,FBpp0074858
1542,1690,FBgn0040236,0.35,1,1,1,,1.0184E5,1.5443E5,1.0641E5,1.2757E5,1.0184E5,1.5443E5,1.0641E5,1.2757E5,0.66:1.00:0.69:0.83,1.2814E5,1.1699E5,1.2814E5,1.1699E5,1.00:0.91,193089,FBpp0071261
162,99,FBgn0035811,0.35,45,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.8406E8,3.352E8,3.2417E8,2.6513E8,1.3377E8,1.864E8,1.6457E8,1.3134E8,0.72:1.00:0.88:0.70,3.0963E8,2.9465E8,1.6008E8,1.4795E8,1.00:0.92,45872,FBpp0076520
1056,863,FBgn0263705,0.35,1,2,2,,1.4432E5,4.6257E5,2.8693E5,3.6512E5,1.4432E5,4.6257E5,2.8693E5,3.6512E5,0.31:1.00:0.62:0.79,3.0345E5,3.2602E5,3.0345E5,3.2602E5,1.00:1.07,349423,FBpp0302017
1278,838,FBgn0035771,0.34,5,3,3,Oxidation (M),1.0376E6,5.2621E6,2.058E6,4.7428E6,1.0376E6,5.2621E6,2.058E6,4.7428E6,0.20:1.00:0.39:0.90,3.1498E6,3.4004E6,3.1498E6,3.4004E6,1.00:1.08,85854,FBpp0076558
129,124,FBgn0028646,0.34,52,31,31,Oxidation (M); Deamidation (NQ),4.6694E8,5.6443E8,5.109E8,4.5552E8,9.4195E7,1.0991E8,1.0483E8,8.8972E7,0.86:1.00:0.95:0.81,5.1569E8,4.8321E8,1.0205E8,9.69E7,1.00:0.95,78333,FBpp0297541
70,73,FBgn0035121,0.34,52,36,36,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.6224E8,2.5239E8,3.1553E8,2.6425E8,6.1638E7,5.6017E7,6.6044E7,5.8984E7,1.10:1.00:1.18:1.05,2.5732E8,2.8989E8,5.8828E7,6.2514E7,1.00:1.06,103100,FBpp0072419
677,584,FBgn0032482,0.34,10,4,4,,6.7396E6,4.306E6,5.3284E6,5.3952E6,5.9281E6,4.2774E6,4.7562E6,4.8151E6,1.39:1.00:1.11:1.13,5.5228E6,5.3618E6,5.1027E6,4.7856E6,1.00:0.94,44085,FBpp0080020
360,456,FBgn0261436,0.34,30,11,11,Carbamidomethylation; Oxidation (M),3.7658E7,1.7054E7,3.2046E7,3.6977E7,2.0301E7,7.812E6,1.429E7,1.5531E7,2.60:1.00:1.83:1.99,2.7356E7,3.4511E7,1.4057E7,1.491E7,1.00:1.06,48885,FBpp0078625
2345,2755,FBgn0038809,0.34,1,1,1,,7.3182E4,1.6019E5,1.8428E5,2.3949E4,7.3182E4,1.6019E5,1.8428E5,2.3949E4,0.46:1.00:1.15:0.15,1.1669E5,1.0411E5,1.1669E5,1.0411E5,1.00:0.89,63236,FBpp0290027
841,586,FBgn0032217,0.34,9,4,4,Oxidation (M),3.8534E6,4.7428E6,5.2244E6,4.1597E6,3.6334E6,4.3209E6,4.8688E6,3.6379E6,0.84:1.00:1.13:0.84,4.2981E6,4.692E6,3.9771E6,4.2533E6,1.00:1.07,63141,FBpp0079578
1854,1499,FBgn0264694,0.34,19,3,3,Oxidation (M),2.8632E6,2.1344E6,2.7056E6,1.9506E6,2.8632E6,2.1344E6,2.7056E6,1.9506E6,1.34:1.00:1.27:0.91,2.4988E6,2.3281E6,2.4988E6,2.3281E6,1.00:0.93,22314,FBpp0081882
915,962,FBgn0020279,0.34,2,2,2,,1.3031E6,1.4617E6,1.3194E6,1.1798E6,1.3031E6,1.4617E6,1.3194E6,1.1798E6,0.89:1.00:0.90:0.81,1.3824E6,1.2496E6,1.3824E6,1.2496E6,1.00:0.90,144384,FBpp0303481
713,616,FBgn0262716,0.34,7,3,3,Carbamidomethylation,3.4342E6,1.7152E6,2.3498E6,2.4764E6,3.4342E6,1.7152E6,2.3498E6,2.4764E6,2.00:1.00:1.37:1.44,2.5747E6,2.4131E6,2.5747E6,2.4131E6,1.00:0.94,47033,FBpp0076460
1492,1456,FBgn0038302,0.33,7,1,1,,7.7055E5,6.8495E4,1.9423E5,5.4281E5,7.7055E5,6.8495E4,1.9423E5,5.4281E5,11.25:1.00:2.84:7.92,4.1952E5,3.6852E5,4.1952E5,3.6852E5,1.00:0.88,20171,FBpp0082508
727,648,FBgn0019830,0.33,22,6,6,Carbamidomethylation; Oxidation (M),6.5092E7,2.4117E7,4.2054E7,4.3097E7,5.0042E7,2.3811E7,3.4003E7,3.5652E7,2.10:1.00:1.43:1.50,4.4605E7,4.2576E7,3.6927E7,3.4827E7,1.00:0.94,32952,FBpp0077414
2465,2721,FBgn0039561,0.33,3,1,1,,1.3105E5,3.8688E5,3.0606E5,2.9932E5,1.3105E5,3.8688E5,3.0606E5,2.9932E5,0.34:1.00:0.79:0.77,2.5897E5,3.0269E5,2.5897E5,3.0269E5,1.00:1.17,41795,FBpp0084635
662,1025,FBgn0010470,0.33,26,4,4,Deamidation (NQ),1.0102E7,4.2999E6,7.0027E6,2.6785E6,6.6052E6,3.844E6,6.9499E6,2.6481E6,1.72:1.00:1.81:0.69,7.2012E6,4.8406E6,5.2246E6,4.799E6,1.00:0.92,24435,FBpp0297155
1759,1485,FBgn0023510,0.33,1,1,1,,1.9009E5,3.7698E5,2.527E5,2.6178E5,1.9009E5,3.7698E5,2.527E5,2.6178E5,0.50:1.00:0.67:0.69,2.8353E5,2.5724E5,2.8353E5,2.5724E5,1.00:0.91,168475,FBpp0070303
734,493,FBgn0038826,0.33,15,10,10,Carbamidomethylation; Oxidation (M),2.96E7,3.3762E7,3.3177E7,2.7545E7,1.6203E7,1.8775E7,1.9302E7,1.7625E7,0.86:1.00:1.03:0.94,3.1681E7,3.0361E7,1.7489E7,1.8463E7,1.00:1.06,83261,FBpp0306764
11,11,FBgn0004507,0.33,66,73,73,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.9279E9,7.5317E9,7.9214E9,8.1561E9,1.24E9,1.1419E9,1.2567E9,1.2407E9,1.09:1.00:1.10:1.09,7.7298E9,8.0387E9,1.191E9,1.2487E9,1.00:1.05,96997,FBpp0077501
551,483,FBgn0034087,0.33,2,2,2,,4.0433E5,1.0136E6,6.2041E5,8.9705E5,4.0433E5,1.0136E6,6.2041E5,8.9705E5,0.40:1.00:0.61:0.88,7.0899E5,7.5873E5,7.0899E5,7.5873E5,1.00:1.07,160851,FBpp0086380
657,603,FBgn0022213,0.33,8,7,7,Oxidation (M),2.7021E6,2.6814E6,3.0253E6,3.2828E6,2.1483E6,2.1886E6,2.2297E6,2.375E6,0.98:1.00:1.02:1.09,2.6917E6,3.154E6,2.1685E6,2.3024E6,1.00:1.06,110141,FBpp0080484
462,462,FBgn0014868,0.32,40,13,13,,3.1064E7,2.7493E7,3.1371E7,4.2312E7,1.4748E7,1.1012E7,1.4063E7,1.3093E7,1.34:1.00:1.28:1.19,2.9279E7,3.6842E7,1.288E7,1.3578E7,1.00:1.05,49981,FBpp0071279
645,499,FBgn0028685,0.32,14,5,5,Carbamidomethylation,1.1312E7,2.2855E7,1.8186E7,1.8896E7,1.0492E7,2.0596E7,1.6467E7,1.6912E7,0.51:1.00:0.80:0.82,1.7083E7,1.8541E7,1.5544E7,1.669E7,1.00:1.07,44911,FBpp0293948
1984,1762,FBgn0001087,0.32,1,1,1,,4.8755E4,1.4056E5,1.052E5,1.1503E5,4.8755E4,1.4056E5,1.052E5,1.1503E5,0.35:1.00:0.75:0.82,9.4657E4,1.1011E5,9.4657E4,1.1011E5,1.00:1.16,114809,FBpp0073673
150,62,FBgn0031418,0.32,37,12,12,Oxidation (M),8.6145E7,9.1097E7,7.1207E7,6.4003E7,3.8282E7,5.7638E7,4.6384E7,4.2653E7,0.66:1.00:0.80:0.74,8.8621E7,6.7605E7,4.796E7,4.4518E7,1.00:0.93,37286,FBpp0077468
230,109,FBgn0023529,0.32,29,20,20,Oxidation (M); Deamidation (NQ),4.5807E7,4.2702E7,5.5981E7,4.2185E7,1.4083E7,1.5933E7,1.7012E7,1.4568E7,0.88:1.00:1.07:0.91,4.4255E7,4.9083E7,1.5008E7,1.579E7,1.00:1.05,103445,FBpp0070395
883,668,FBgn0040227,0.32,12,6,6,Carbamidomethylation; Oxidation (M),1.0447E7,1.4282E7,1.1666E7,1.0755E7,9.592E6,1.2063E7,1.0655E7,9.7717E6,0.80:1.00:0.88:0.81,1.2364E7,1.121E7,1.0828E7,1.0213E7,1.00:0.94,63798,FBpp0088565
1010,700,FBgn0000455,0.32,10,5,5,,1.0961E7,4.9481E6,7.5639E6,9.8142E6,7.5498E6,2.8796E6,4.8088E6,6.3817E6,2.62:1.00:1.67:2.22,7.9544E6,8.6891E6,5.2147E6,5.5952E6,1.00:1.07,54646,FBpp0082069
1210,949,FBgn0039321,0.31,16,5,5,Oxidation (M),5.2083E6,4.7361E6,4.9202E6,6.5971E6,4.8038E6,4.1603E6,4.0167E6,5.4833E6,1.15:1.00:0.97:1.32,4.9722E6,5.7587E6,4.4821E6,4.75E6,1.00:1.06,49134,FBpp0084231
338,144,FBgn0016123,0.31,35,16,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.2177E7,1.0483E8,1.0153E8,9.3022E7,3.0463E7,3.5113E7,3.4645E7,3.3986E7,0.87:1.00:0.99:0.97,9.3502E7,9.7275E7,3.2788E7,3.4316E7,1.00:1.05,65262,FBpp0085095
374,266,FBgn0052626,0.31,18,13,13,Oxidation (M),1.9432E7,2.4697E7,2.2412E7,2.0531E7,9.6797E6,1.184E7,1.0549E7,9.7127E6,0.82:1.00:0.89:0.82,2.2065E7,2.1471E7,1.076E7,1.0131E7,1.00:0.94,91522,FBpp0309386
1233,1533,FBgn0038088,0.31,33,6,6,,2.1525E7,1.9069E7,2.1433E7,1.8381E7,1.5541E7,1.3307E7,1.5936E7,1.4377E7,1.17:1.00:1.20:1.08,2.0297E7,1.9907E7,1.4424E7,1.5157E7,1.00:1.05,25881,FBpp0082155
1112,1014,FBgn0050159,0.31,12,3,3,,1.41E7,1.1593E7,1.1916E7,1.5283E7,1.41E7,1.1593E7,1.1916E7,1.5283E7,1.22:1.00:1.03:1.32,1.2846E7,1.3599E7,1.2846E7,1.3599E7,1.00:1.06,27611,FBpp0088701
51,168,FBgn0000116,0.31,50,31,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.5552E9,1.5414E9,1.4736E9,1.8205E9,8.1805E8,5.3679E8,4.7805E8,7.7712E8,1.52:1.00:0.89:1.45,1.5483E9,1.647E9,6.7742E8,6.2759E8,1.00:0.93,61264,FBpp0076270
2163,1936,FBgn0262870,0.31,1,1,1,,4.1443E4,1.9595E5,1.4549E5,6.8947E4,4.1443E4,1.9595E5,1.4549E5,6.8947E4,0.21:1.00:0.74:0.35,1.187E5,1.0722E5,1.187E5,1.0722E5,1.00:0.90,241564,FBpp0305769
1852,2151,FBgn0086378,0.31,6,1,1,,1.556E5,1.3498E5,1.377E4,2.3761E5,1.556E5,1.3498E5,1.377E4,2.3761E5,1.15:1.00:0.10:1.76,1.4529E5,1.2569E5,1.4529E5,1.2569E5,1.00:0.87,20766,FBpp0291024
1540,1354,FBgn0263863,0.30,2,1,1,,2.5425E4,5.5228E5,3.3855E5,2.824E5,2.5425E4,5.5228E5,3.3855E5,2.824E5,0.05:1.00:0.61:0.51,2.8885E5,3.1047E5,2.8885E5,3.1047E5,1.00:1.07,41611,FBpp0083665
984,918,FBgn0051472,0.30,40,10,10,Carbamidomethylation,1.6905E7,1.196E7,1.5105E7,1.2461E7,1.2994E7,8.3321E6,1.131E7,8.8269E6,1.56:1.00:1.36:1.06,1.4433E7,1.3783E7,1.0663E7,1.0068E7,1.00:0.94,27928,FBpp0081244
1475,1265,FBgn0004587,0.30,13,4,4,Oxidation (M),1.1948E7,4.9902E6,7.6965E6,1.0309E7,1.1895E7,4.984E6,7.6291E6,1.0249E7,2.39:1.00:1.53:2.06,8.4693E6,9.0026E6,8.4396E6,8.9389E6,1.00:1.06,40381,FBpp0300515
18,116,FBgn0003149,0.30,68,75,75,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.0746E9,6.7664E9,6.2214E9,7.2117E9,6.3025E8,7.8473E8,7.2715E8,7.5619E8,0.80:1.00:0.93:0.96,5.9205E9,6.7165E9,7.0749E8,7.4167E8,1.00:1.05,102338,FBpp0076321
2272,2418,FBgn0261983,0.30,1,1,1,,2.9418E5,1.9207E5,2.4317E5,1.7903E5,2.9418E5,1.9207E5,2.4317E5,1.7903E5,1.53:1.00:1.27:0.93,2.4313E5,2.111E5,2.4313E5,2.111E5,1.00:0.87,91037,FBpp0297275
2616,4110,FBgn0039415,0.30,1,1,1,,4.074E5,2.7027E5,3.3981E5,2.4882E5,4.074E5,2.7027E5,3.3981E5,2.4882E5,1.51:1.00:1.26:0.92,3.3883E5,2.9431E5,3.3883E5,2.9431E5,1.00:0.87,69184,FBpp0084360
265,235,FBgn0035383,0.30,33,17,17,Carbamidomethylation; Oxidation (M),5.9713E7,6.6738E7,6.3151E7,5.4798E7,1.8814E7,2.2776E7,2.0695E7,1.9031E7,0.83:1.00:0.91:0.84,6.3226E7,5.8975E7,2.0795E7,1.9863E7,1.00:0.96,75107,FBpp0072848
1459,2016,FBgn0029897,0.30,20,4,4,Deamidation (NQ),5.7589E7,2.2232E7,2.947E7,4.5594E7,5.4072E7,2.129E7,2.6489E7,4.4578E7,2.54:1.00:1.24:2.09,3.9911E7,3.7532E7,3.7681E7,3.5533E7,1.00:0.94,21593,FBpp0070940
635,497,FBgn0021825,0.30,21,6,6,,1.1928E7,7.2903E6,9.6722E6,1.0508E7,8.7719E6,5.4787E6,7.4347E6,7.6423E6,1.60:1.00:1.36:1.39,9.6091E6,1.009E7,7.1253E6,7.5385E6,1.00:1.06,41998,FBpp0087722
2053,2438,FBgn0037387,0.30,5,3,3,Oxidation (M),6.1548E6,8.2531E6,8.1132E6,5.5502E6,6.1548E6,8.2531E6,8.1132E6,5.5502E6,0.75:1.00:0.98:0.67,7.204E6,6.8317E6,7.204E6,6.8317E6,1.00:0.95,53283,FBpp0078292
1020,948,FBgn0037330,0.30,3,1,1,Carbamidomethylation,6.4175E5,9.6772E4,5.041E5,1.6806E5,6.4175E5,9.6772E4,5.041E5,1.6806E5,6.63:1.00:5.21:1.74,3.6926E5,3.3608E5,3.6926E5,3.3608E5,1.00:0.91,36251,FBpp0078415
110,89,FBgn0001125,0.30,53,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.0027E8,5.8133E8,5.0749E8,5.4136E8,2.13E8,2.9405E8,2.7284E8,2.6786E8,0.72:1.00:0.93:0.91,5.408E8,5.2443E8,2.5352E8,2.7035E8,1.00:1.07,48172,FBpp0077537
628,713,FBgn0267790,0.30,10,4,4,Oxidation (M),5.057E6,6.3621E6,5.8876E6,5.4112E6,4.7344E6,5.8546E6,5.1949E6,4.8615E6,0.81:1.00:0.89:0.83,5.7096E6,5.6494E6,5.2945E6,5.0282E6,1.00:0.95,66731,FBpp0081601
669,606,FBgn0030329,0.30,19,8,8,Carbamidomethylation,2.2928E7,1.9425E7,2.13E7,2.2901E7,1.4024E7,1.072E7,1.3565E7,1.2502E7,1.31:1.00:1.27:1.17,2.1177E7,2.21E7,1.2372E7,1.3034E7,1.00:1.05,46650,FBpp0073396
1036,911,FBgn0030719,0.29,16,7,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.8058E6,6.1872E6,5.0852E6,4.4135E6,1.7671E6,3.3486E6,2.6969E6,2.7115E6,0.53:1.00:0.81:0.81,4.4965E6,4.7493E6,2.5578E6,2.7042E6,1.00:1.06,51700,FBpp0089137
527,415,FBgn0034258,0.29,17,16,16,Carbamidomethylation; Oxidation (M),2.9078E7,3.4279E7,3.4634E7,3.1599E7,1.5445E7,1.5769E7,1.6376E7,1.3402E7,0.98:1.00:1.04:0.85,3.1678E7,3.3117E7,1.5607E7,1.4889E7,1.00:0.95,105654,FBpp0086013
493,315,FBgn0031589,0.29,19,12,12,Deamidation (NQ),5.9759E6,1.0207E7,8.7544E6,8E6,3.9058E6,6.1832E6,5.0263E6,4.4989E6,0.63:1.00:0.81:0.73,8.0916E6,8.3772E6,5.0445E6,4.7626E6,1.00:0.94,73971,FBpp0077168
323,687,FBgn0035600,0.29,48,13,13,Deamidation (NQ),3.1073E8,1.9774E8,3.2801E8,3.0415E8,1.9515E8,1.2155E8,1.7674E8,1.5538E8,1.61:1.00:1.45:1.28,2.5423E8,3.1608E8,1.5835E8,1.6606E8,1.00:1.05,33764,FBpp0076848
76,50,FBgn0017566,0.29,55,33,33,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.0569E8,3.7625E8,3.5776E8,3.3824E8,7.9703E7,9.693E7,9.3662E7,9.2178E7,0.82:1.00:0.97:0.95,3.4097E8,3.48E8,8.8316E7,9.292E7,1.00:1.05,78630,FBpp0071128
1201,1235,FBgn0015791,0.29,4,1,1,,1.1129E6,6.7452E5,9.9682E5,9.2202E5,1.1129E6,6.7452E5,9.9682E5,9.2202E5,1.65:1.00:1.48:1.37,8.937E5,9.5942E5,8.937E5,9.5942E5,1.00:1.07,27145,FBpp0080200
1609,1627,FBgn0034310,0.29,2,1,1,,1.4336E5,2.0933E5,2.6004E5,1.1631E5,1.4336E5,2.0933E5,2.6004E5,1.1631E5,0.68:1.00:1.24:0.56,1.7635E5,1.8817E5,1.7635E5,1.8817E5,1.00:1.07,76872,FBpp0085954
88,46,FBgn0001248,0.28,62,30,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.593E8,4.172E8,6.117E8,6.9435E8,2.4888E8,1.4164E8,1.7818E8,1.898E8,1.76:1.00:1.26:1.34,5.8825E8,6.5303E8,1.9526E8,1.8399E8,1.00:0.94,53643,FBpp0305272
294,452,FBgn0266582,0.28,55,15,15,Carbamidomethylation; Oxidation (M),9.8181E7,8.3554E7,1.1537E8,1.0925E8,5.552E7,4.4931E7,5.3827E7,5.1808E7,1.24:1.00:1.20:1.15,9.0868E7,1.1231E8,5.0225E7,5.2818E7,1.00:1.05,29971,FBpp0072975
324,206,FBgn0284436,0.28,25,13,13,Carbamidomethylation; Oxidation (M),3.35E7,4.2463E7,3.2881E7,2.9177E7,1.1078E7,1.5562E7,1.4325E7,1.1426E7,0.71:1.00:0.92:0.73,3.7981E7,3.1029E7,1.332E7,1.2875E7,1.00:0.97,59433,FBpp0087764
399,353,FBgn0051075,0.28,31,10,10,Oxidation (M); Deamidation (NQ),5.1251E7,1.7226E7,3.4956E7,4.0284E7,2.9052E7,8.1568E6,2.0168E7,1.8958E7,3.56:1.00:2.47:2.32,3.4238E7,3.762E7,1.8604E7,1.9563E7,1.00:1.05,55455,FBpp0300161
1970,1739,FBgn0265274,0.28,5,2,2,Oxidation (M),1.5961E6,1.3802E6,1.2707E6,1.5254E6,1.5961E6,1.3802E6,1.2707E6,1.5254E6,1.16:1.00:0.92:1.11,1.4881E6,1.398E6,1.4881E6,1.398E6,1.00:0.94,45357,FBpp0084719
922,1029,FBgn0039857,0.28,28,9,9,,2.3016E8,8.8674E6,1.2381E8,1.2643E8,1.4231E8,5.682E6,7.3647E7,8.2001E7,25.05:1.00:12.96:14.43,1.1951E8,1.2512E8,7.3994E7,7.7824E7,1.00:1.05,29736,FBpp0085166
1196,1224,FBgn0026576,0.28,7,2,2,,4.754E6,4.1775E6,4.9914E6,3.3392E6,4.754E6,4.1775E6,4.9914E6,3.3392E6,1.14:1.00:1.19:0.80,4.4657E6,4.1653E6,4.4657E6,4.1653E6,1.00:0.93,50489,FBpp0083921
1481,2155,FBgn0034920,0.28,5,1,1,Oxidation (M),1.591E6,1.6991E6,1.4403E6,1.595E6,1.591E6,1.6991E6,1.4403E6,1.595E6,0.94:1.00:0.85:0.94,1.645E6,1.5177E6,1.645E6,1.5177E6,1.00:0.92,29649,FBpp0072040
1346,969,FBgn0027794,0.28,2,2,2,,8.1453E5,8.7353E5,9.5397E5,6.3952E5,8.1453E5,8.7353E5,9.5397E5,6.3952E5,0.93:1.00:1.09:0.73,8.4403E5,7.9674E5,8.4403E5,7.9674E5,1.00:0.94,120193,FBpp0070221
494,406,FBgn0015834,0.28,31,8,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.324E6,2.1361E7,1.5345E7,1.2991E7,6.3429E6,1.3841E7,1.0174E7,8.9931E6,0.46:1.00:0.74:0.65,1.5342E7,1.4168E7,1.0092E7,9.5835E6,1.00:0.95,36160,FBpp0078689
2067,3138,FBgn0038407,0.28,4,2,2,Carbamidomethylation; Oxidation (M),2.5327E6,2.3097E6,2.3983E6,2.8265E6,2.5327E6,2.3097E6,2.3983E6,2.8265E6,1.10:1.00:1.04:1.22,2.4212E6,2.6124E6,2.4212E6,2.6124E6,1.00:1.08,60872,FBpp0082730
1476,2148,FBgn0025814,0.28,24,4,4,Oxidation (M),1.0351E7,1.48E7,1.3542E7,1.2076E7,7.6866E6,1.1908E7,1.1043E7,9.4469E6,0.65:1.00:0.93:0.79,1.2575E7,1.2809E7,9.7972E6,1.0245E7,1.00:1.05,16867,FBpp0076936
832,681,FBgn0001247,0.28,9,7,7,Deamidation (NQ),2.7216E6,2.958E6,3.4739E6,2.8074E6,1.7609E6,2.0014E6,2.0087E6,1.5558E6,0.88:1.00:1.00:0.78,2.8398E6,3.1406E6,1.8812E6,1.7822E6,1.00:0.95,113684,FBpp0271781
1351,2618,FBgn0011016,0.28,19,2,2,,3.9431E7,2.5741E7,3.3521E7,2.8622E7,3.9431E7,2.5741E7,3.3521E7,2.8622E7,1.53:1.00:1.30:1.11,3.2586E7,3.1072E7,3.2586E7,3.1072E7,1.00:0.95,21206,FBpp0075209
1855,1814,FBgn0013343,0.28,3,1,1,,1.1612E6,5.3855E5,7.5367E5,1.0724E6,1.1612E6,5.3855E5,7.5367E5,1.0724E6,2.16:1.00:1.40:1.99,8.4987E5,9.1305E5,8.4987E5,9.1305E5,1.00:1.07,34158,FBpp0292260
664,477,FBgn0038745,0.27,19,8,8,Oxidation (M),4.3284E6,7.3634E6,5.4441E6,5.8651E6,2.6437E6,4.8163E6,3.7669E6,4.0702E6,0.55:1.00:0.78:0.85,5.8459E6,5.6546E6,3.73E6,3.9186E6,1.00:1.05,71652,FBpp0310666
681,442,FBgn0034315,0.27,9,4,4,Oxidation (M),2.4829E6,2.5146E6,1.8014E6,3.1923E6,2.3567E6,1.5926E6,1.6952E6,2.4873E6,1.48:1.00:1.06:1.56,2.4987E6,2.4969E6,1.9746E6,2.0913E6,1.00:1.06,51378,FBpp0085950
865,965,FBgn0262734,0.27,3,1,1,,3.8527E6,7.0265E6,6.4783E6,5.0987E6,3.8527E6,7.0265E6,6.4783E6,5.0987E6,0.55:1.00:0.92:0.73,5.4396E6,5.7885E6,5.4396E6,5.7885E6,1.00:1.06,41775,FBpp0310225
344,295,FBgn0034237,0.27,22,12,12,Carbamidomethylation; Oxidation (M),1.3805E7,2.2016E7,1.7511E7,1.773E7,7.8504E6,9.6731E6,8.2722E6,8.3478E6,0.81:1.00:0.86:0.86,1.7911E7,1.7621E7,8.7618E6,8.31E6,1.00:0.95,80442,FBpp0086097
1368,977,FBgn0030761,0.27,4,2,2,,1.2265E6,1.934E6,1.6272E6,1.7521E6,1.2265E6,1.934E6,1.6272E6,1.7521E6,0.63:1.00:0.84:0.91,1.5802E6,1.6896E6,1.5802E6,1.6896E6,1.00:1.07,60191,FBpp0303435
1157,1240,FBgn0029857,0.27,3,1,1,,9.7515E5,8.2916E5,7.9244E5,1.1655E6,9.7515E5,8.2916E5,7.9244E5,1.1655E6,1.18:1.00:0.96:1.41,9.0216E5,9.7895E5,9.0216E5,9.7895E5,1.00:1.09,46498,FBpp0070862
1926,2432,FBgn0050489,0.27,2,1,1,,2.0825E5,2.3674E5,1.8098E5,3.2462E5,2.0825E5,2.3674E5,1.8098E5,3.2462E5,0.88:1.00:0.76:1.37,2.2249E5,2.528E5,2.2249E5,2.528E5,1.00:1.14,60211,FBpp0088437
2418,2357,FBgn0032906,0.27,4,1,1,,4.2961E5,2.9655E5,4.3075E5,3.3887E5,4.2961E5,2.9655E5,4.3075E5,3.3887E5,1.45:1.00:1.45:1.14,3.6308E5,3.8481E5,3.6308E5,3.8481E5,1.00:1.06,26411,FBpp0080967
2128,2048,FBgn0037684,0.27,2,1,1,,1.3825E5,2.9402E5,2.8436E5,9.6724E4,1.3825E5,2.9402E5,2.8436E5,9.6724E4,0.47:1.00:0.97:0.33,2.1614E5,1.9054E5,2.1614E5,1.9054E5,1.00:0.88,50745,FBpp0081504
1179,1002,FBgn0034029,0.27,2,1,1,,2.1052E5,2.0867E5,1.6882E5,2.877E5,2.1052E5,2.0867E5,1.6882E5,2.877E5,1.01:1.00:0.81:1.38,2.096E5,2.2826E5,2.096E5,2.2826E5,1.00:1.09,50671,FBpp0086469
744,658,FBgn0027786,0.27,7,2,2,Oxidation (M),1.8554E6,3.9359E5,1.2243E6,1.2454E6,1.8554E6,3.9359E5,1.2243E6,1.2454E6,4.71:1.00:3.11:3.16,1.1245E6,1.2349E6,1.1245E6,1.2349E6,1.00:1.10,35012,FBpp0072379
871,793,FBgn0014877,0.27,15,3,3,,1.5267E7,9.0277E6,8.7247E6,1.404E7,1.5267E7,9.0277E6,8.7247E6,1.404E7,1.69:1.00:0.97:1.56,1.2148E7,1.1383E7,1.2148E7,1.1383E7,1.00:0.94,23926,FBpp0086795
2020,2593,FBgn0037378,0.26,6,1,1,,1.0045E5,5.6583E5,3.7648E5,2.1246E5,1.0045E5,5.6583E5,3.7648E5,2.1246E5,0.18:1.00:0.67:0.38,3.3314E5,2.9447E5,3.3314E5,2.9447E5,1.00:0.88,25783,FBpp0078317
