Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Fluid_U Area,Fluid_PM Area,Fluid_U Area (top-3 peptides),Fluid_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
936,890,FBgn0004177,2.85,7,2,2,Carbamidomethylation,1.4043E6,1.8449E6,1.6804E6,3.3945E5,1.4043E6,1.8449E6,1.6804E6,3.3945E5,1.00:1.31:1.20:0.24,2.5345E6,1.0268E6,2.5345E6,1.0268E6,1.00:0.41,35469,FBpp0079148
890,1077,FBgn0030251,2.84,5,2,2,,3.2048E5,8.8102E5,1.1451E5,7.0949E5,3.2048E5,8.8102E5,1.1451E5,7.0949E5,1.00:2.75:0.36:2.21,6.0075E5,4.12E5,6.0075E5,4.12E5,1.00:0.69,63597,FBpp0073243
1323,1473,FBgn0034691,2.84,1,1,1,,2.0603E5,0,3.3482E5,2.2173E5,2.0603E5,0,3.3482E5,2.2173E5,1.00:0:1.63:1.08,2.0603E5,2.7828E5,2.0603E5,2.7828E5,1.00:1.35,134599,FBpp0071670
243,149,FBgn0263594,2.81,28,11,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.0626E7,3.5131E7,2.3507E7,2.9839E7,1.7919E7,2.114E7,1.073E7,2.0049E7,1.00:1.18:0.60:1.12,3.936E7,2.7066E7,1.953E7,1.539E7,1.00:0.79,59743,FBpp0078561
1791,3969,FBgn0034908,2.79,2,1,1,,4.9852E4,1.773E4,8.737E4,7.2923E4,4.9852E4,1.773E4,8.737E4,7.2923E4,1.00:0.36:1.75:1.46,3.3791E4,8.0147E4,3.3791E4,8.0147E4,1.00:2.37,73608,FBpp0072033
1306,1959,FBgn0027607,2.77,1,1,1,,6.1613E5,7.2565E3,8.9749E5,4.6129E5,6.1613E5,7.2565E3,8.9749E5,4.6129E5,1.00:0.02:1.46:0.75,3.1169E5,6.7939E5,3.1169E5,6.7939E5,1.00:2.18,79125,FBpp0087755
628,756,FBgn0020416,2.77,3,1,1,,4.7115E4,8.9642E4,7.1829E4,0,4.7115E4,8.9642E4,7.1829E4,0,1.00:1.90:1.52:0,6.8379E4,7.1829E4,6.8379E4,7.1829E4,1.00:1.05,49376,FBpp0080417
462,552,FBgn0000536,2.75,24,9,9,,1.0271E7,8.036E6,1.042E7,6.6246E6,6.103E6,5.555E6,6.2746E6,4.4141E6,1.00:0.91:1.03:0.72,9.1728E6,8.7823E6,5.829E6,5.3443E6,1.00:0.92,56842,FBpp0073993
208,87,FBgn0032242,2.73,28,18,18,Oxidation (M),5.0643E7,4.7993E7,1.9886E7,5.6757E7,1.7385E7,1.7842E7,1.4177E7,1.8134E7,1.00:1.03:0.82:1.04,5.2191E7,4.1038E7,1.7613E7,1.6155E7,1.00:0.92,86312,FBpp0079637
1474,2402,FBgn0036918,2.72,6,1,1,,5.7815E5,3.4409E5,1.6214E6,4.6242E5,5.7815E5,3.4409E5,1.6214E6,4.6242E5,1.00:0.60:2.80:0.80,4.6112E5,1.0419E6,4.6112E5,1.0419E6,1.00:2.26,14428,FBpp0074663
6,122,FBgn0033246,2.70,54,104,104,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.3136E9,1.4918E9,1.4423E9,1.1349E9,1.2471E8,1.6645E8,1.7443E8,7.5559E7,1.00:1.33:1.40:0.61,1.4083E9,1.29E9,1.4558E8,1.2499E8,1.00:0.86,278594,FBpp0087947
808,731,FBgn0284257,2.68,11,4,4,Carbamidomethylation,6.8899E5,5.4939E4,9.3768E5,8.3799E5,6.2717E5,5.4939E4,8.5965E5,7.785E5,1.00:0.09:1.37:1.24,5.7367E5,8.8784E5,5.1185E5,8.1907E5,1.00:1.60,58185,FBpp0112273
707,617,FBgn0027087,2.66,13,7,7,Deamidation (NQ),3.3102E6,3.5933E6,3.6252E6,5.7821E6,2.4997E6,3.5356E6,1.6368E6,3.9098E6,1.00:1.41:0.65:1.56,3.8661E6,4.7036E6,3.2961E6,2.7733E6,1.00:0.84,62361,FBpp0305939
117,143,FBgn0002645,2.63,28,22,22,Oxidation (M); Deamidation (NQ),9.7562E7,1.2797E8,1.078E8,8.3903E7,2.9267E7,4.1559E7,3.5389E7,2.974E7,1.00:1.42:1.21:1.02,1.1296E8,9.5953E7,3.5413E7,3.2632E7,1.00:0.92,126669,FBpp0085235
1588,2285,FBgn0041588,2.62,2,1,1,,1.3701E5,3.6635E5,2.1455E5,9.9266E4,1.3701E5,3.6635E5,2.1455E5,9.9266E4,1.00:2.67:1.57:0.72,2.5168E5,1.5691E5,2.5168E5,1.5691E5,1.00:0.62,61932,FBpp0084779
1371,1607,FBgn0032298,2.60,2,1,1,,5.3882E4,4.0921E5,5.4572E4,2.0619E5,5.3882E4,4.0921E5,5.4572E4,2.0619E5,1.00:7.59:1.01:3.83,2.3155E5,1.3038E5,2.3155E5,1.3038E5,1.00:0.56,47222,FBpp0079780
277,215,FBgn0026415,2.60,31,11,11,Deamidation (NQ),3.6461E7,1.0908E8,6.7973E7,1.2216E8,1.9898E7,5.8547E7,2.3364E7,6.3238E7,1.00:2.94:1.17:3.18,7.2768E7,9.5498E7,3.9222E7,4.3695E7,1.00:1.11,48604,FBpp0071328
314,272,FBgn0026479,2.59,14,8,8,Carbamidomethylation; Oxidation (M),5.8522E6,9.3854E6,3.1225E6,7.5477E6,4.6379E6,7.9486E6,1.6937E6,5.9211E6,1.00:1.71:0.37:1.28,7.6188E6,5.4852E6,6.2933E6,3.8074E6,1.00:0.60,82566,FBpp0077424
839,909,FBgn0026533,2.57,8,4,4,Carbamidomethylation,2.5373E6,2.9421E6,3.0637E6,3.0855E6,1.9903E6,2.4443E6,2.6765E6,2.6959E6,1.00:1.23:1.34:1.35,2.7397E6,3.0746E6,2.2173E6,2.6862E6,1.00:1.21,72570,FBpp0099856
235,230,FBgn0052549,2.56,31,18,18,Carbamidomethylation; Oxidation (M),7.9697E7,3.5911E7,7.8106E7,5.7864E7,2.6941E7,1.2816E7,2.6126E7,1.7027E7,1.00:0.48:0.97:0.63,6.5047E7,6.8454E7,1.9921E7,2.1576E7,1.00:1.08,80871,FBpp0309367
1155,1150,FBgn0266696,2.55,0,1,1,,0,8.0664E5,3.8995E5,0,0,8.0664E5,3.8995E5,0,-:64.00:64.00:-,8.0664E5,3.8995E5,8.0664E5,3.8995E5,1.00:0.48,496793,FBpp0311337
38,123,FBgn0036663,2.50,31,53,53,Carbamidomethylation; Oxidation (M),1.447E8,1.9412E8,1.5478E8,7.9252E7,2.8291E7,4.1476E7,3.6744E7,1.2948E7,1.00:1.47:1.30:0.46,1.7066E8,1.1811E8,3.4883E7,2.4846E7,1.00:0.71,232203,FBpp0297083
328,339,FBgn0036030,2.49,39,12,12,Carbamidomethylation; Oxidation (M),2.6977E7,1.8521E7,4.5099E7,4.0919E7,1.7823E7,1.2159E7,2.6005E7,2.5906E7,1.00:0.68:1.46:1.45,2.432E7,4.3613E7,1.4991E7,2.5956E7,1.00:1.73,42696,FBpp0076145
1198,1295,FBgn0036515,2.47,3,1,1,,5.5359E5,2.4641E5,5.8053E5,0,5.5359E5,2.4641E5,5.8053E5,0,1.00:0.45:1.05:0,4E5,5.8053E5,4E5,5.8053E5,1.00:1.45,36934,FBpp0075318
730,979,FBgn0063491,2.46,6,1,1,,0,3.8424E5,8.2776E5,0,0,3.8424E5,8.2776E5,0,-:64.00:64.00:-,3.8424E5,8.2776E5,3.8424E5,8.2776E5,1.00:2.15,24882,FBpp0085858
29,128,FBgn0010352,2.45,7,5,5,,3.594E6,1.7343E6,3.2965E6,2.4959E6,3.2077E6,1.0889E6,2.9599E6,1.8778E6,1.00:0.34:0.92:0.59,2.6641E6,2.8962E6,2.1483E6,2.4188E6,1.00:1.13,122896,FBpp0111773
720,525,FBgn0026150,2.43,13,6,6,,8.8007E6,7.924E6,8.2461E6,6.3831E6,5.5425E6,5.3902E6,5.3508E6,4.7556E6,1.00:0.97:0.97:0.86,8.3624E6,7.3146E6,5.4663E6,5.0532E6,1.00:0.92,68506,FBpp0080509
1381,2075,FBgn0037328,2.42,4,1,1,,4.1773E6,4.8237E5,3.2164E6,3.5854E6,4.1773E6,4.8237E5,3.2164E6,3.5854E6,1.00:0.12:0.77:0.86,2.3299E6,3.4009E6,2.3299E6,3.4009E6,1.00:1.46,17656,FBpp0078416
33,36,FBgn0037607,2.42,75,41,41,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.9735E9,1.3367E9,1.4674E9,8.942E8,4.2266E8,2.5276E8,5.155E8,2.1481E8,1.00:0.60:1.22:0.51,1.6569E9,1.1836E9,3.3779E8,3.6515E8,1.00:1.08,68032,FBpp0081370
777,576,FBgn0027084,2.40,2,1,1,,3.7538E5,0,5.497E5,3.62E5,3.7538E5,0,5.497E5,3.62E5,1.00:0:1.46:0.96,3.7538E5,4.5585E5,3.7538E5,4.5585E5,1.00:1.21,68504,FBpp0071302
1295,1988,FBgn0028694,2.37,11,3,3,Oxidation (M),1.9074E6,7.3512E6,4.9362E6,2.508E6,1.9074E6,7.3512E6,4.9362E6,2.508E6,1.00:3.85:2.59:1.31,5.1275E6,4.1614E6,5.1275E6,4.1614E6,1.00:0.81,34401,FBpp0078664
40,151,FBgn0085446,2.37,1,6,6,Carbamidomethylation,4.3102E6,9.499E5,6.0402E6,5.6704E6,3.4531E6,7.5853E5,4.8843E6,3.6656E6,1.00:0.22:1.41:1.06,4.0813E6,5.8553E6,3.4319E6,4.275E6,1.00:1.25,580209,FBpp0307656
990,1019,FBgn0001208,2.33,2,1,1,,5.1902E5,1.2583E5,2.7406E5,5.1898E5,5.1902E5,1.2583E5,2.7406E5,5.1898E5,1.00:0.24:0.53:1.00,3.2242E5,3.9652E5,3.2242E5,3.9652E5,1.00:1.23,51660,FBpp0076523
868,1928,FBgn0039735,2.32,6,1,1,,1.4376E6,5.3639E5,6.4165E5,1.0569E6,1.4376E6,5.3639E5,6.4165E5,1.0569E6,1.00:0.37:0.45:0.74,9.8701E5,8.4929E5,9.8701E5,8.4929E5,1.00:0.86,17369,FBpp0084971
1085,1274,FBgn0020249,2.32,2,1,1,Carbamidomethylation,3.064E5,2.0533E5,1.8646E5,2.8812E5,3.064E5,2.0533E5,1.8646E5,2.8812E5,1.00:0.67:0.61:0.94,2.5586E5,2.3729E5,2.5586E5,2.3729E5,1.00:0.93,40115,FBpp0081336
1665,3416,FBgn0039203,2.29,5,1,1,,0,5.159E4,6.3436E4,4.3807E4,0,5.159E4,6.3436E4,4.3807E4,-:64.00:64.00:64.00,5.159E4,5.3621E4,5.159E4,5.3621E4,1.00:1.04,28846,FBpp0084027
1110,1245,FBgn0032956,2.28,1,1,1,,1.5974E5,3.6427E5,1.3319E5,3.0817E5,1.5974E5,3.6427E5,1.3319E5,3.0817E5,1.00:2.28:0.83:1.93,2.62E5,2.2068E5,2.62E5,2.2068E5,1.00:0.84,87373,FBpp0085254
1526,3109,FBgn0262519,2.22,1,1,1,,1.8951E5,3.2004E5,1.744E5,9.0902E4,1.8951E5,3.2004E5,1.744E5,9.0902E4,1.00:1.69:0.92:0.48,2.5477E5,1.3265E5,2.5477E5,1.3265E5,1.00:0.52,224327,FBpp0099808
350,280,FBgn0261862,2.20,3,2,2,,2.4957E5,5.4074E5,8.9606E5,2.7755E5,2.4957E5,5.4074E5,8.9606E5,2.7755E5,1.00:2.17:3.59:1.11,3.9516E5,5.8681E5,3.9516E5,5.8681E5,1.00:1.49,89521,FBpp0290497
957,1657,FBgn0038771,2.15,11,2,2,,8.7263E6,9.0073E4,8.9027E6,1.0882E7,8.7263E6,9.0073E4,8.9027E6,1.0882E7,1.00:0.02:1.02:1.25,4.4082E6,9.8923E6,4.4082E6,9.8923E6,1.00:2.24,36352,FBpp0083245
985,1241,FBgn0039726,2.14,4,1,1,,3.6879E5,2.3428E5,6.8504E5,7.943E4,3.6879E5,2.3428E5,6.8504E5,7.943E4,1.00:0.64:1.86:0.22,3.0153E5,3.8223E5,3.0153E5,3.8223E5,1.00:1.27,34395,FBpp0084874
962,830,FBgn0051288,2.11,19,7,7,Oxidation (M),3.8627E6,1.5835E7,7.4663E6,1.1355E7,3.1251E6,1.195E7,2.7616E6,8.6158E6,1.00:3.82:0.88:2.76,1.1043E7,9.4874E6,8.3595E6,5.6887E6,1.00:0.68,49978,FBpp0084234
501,483,FBgn0034087,2.11,5,6,6,,5.3841E6,8.768E6,6.4517E6,6.0488E6,3.2308E6,6.1576E6,4.1976E6,4.5588E6,1.00:1.91:1.30:1.41,7.076E6,6.2502E6,4.6942E6,4.3782E6,1.00:0.93,160851,FBpp0086380
158,59,FBgn0001098,2.10,3,2,2,,5.4338E5,1.1823E6,1.1098E6,3.8802E5,5.4338E5,1.1823E6,1.1098E6,3.8802E5,1.00:2.18:2.04:0.71,8.6282E5,7.4891E5,8.6282E5,7.4891E5,1.00:0.87,62536,FBpp0088988
666,1010,FBgn0020255,2.09,5,1,1,,0,7.7407E5,6.5697E5,0,0,7.7407E5,6.5697E5,0,-:64.00:64.00:-,7.7407E5,6.5697E5,7.7407E5,6.5697E5,1.00:0.85,24708,FBpp0073327
76,32,FBgn0053138,2.07,62,38,38,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.5787E8,4.2697E8,6.058E8,4.0601E8,1.1996E8,1.1196E8,1.3007E8,8.6499E7,1.00:0.93:1.08:0.72,5.026E8,5.0843E8,1.261E8,1.0993E8,1.00:0.87,79109,FBpp0086845
1070,1210,FBgn0027584,2.06,5,2,2,,1.7366E6,3.6307E6,1.7584E6,2.4556E6,1.7366E6,3.6307E6,1.7584E6,2.4556E6,1.00:2.09:1.01:1.41,2.6836E6,2.107E6,2.6836E6,2.107E6,1.00:0.79,62950,FBpp0081815
145,62,FBgn0031418,2.06,81,25,25,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.6119E8,4.7795E8,4.3285E8,1.4291E8,3.6376E7,1.3145E8,1.2851E8,7.7384E7,1.00:3.61:3.53:2.13,3.196E8,3.7196E8,8.3912E7,1.0295E8,1.00:1.23,37286,FBpp0077468
420,1190,FBgn0031037,2.06,13,1,1,,4.5565E5,8.8863E6,6.2584E6,1.2344E6,4.5565E5,8.8863E6,6.2584E6,1.2344E6,1.00:19.50:13.74:2.71,4.671E6,3.7464E6,4.671E6,3.7464E6,1.00:0.80,21778,FBpp0074503
1658,2678,FBgn0051300,1.99,3,1,1,,3.6862E4,2.0257E4,1.3838E4,9.7061E4,3.6862E4,2.0257E4,1.3838E4,9.7061E4,1.00:0.55:0.38:2.63,2.856E4,5.545E4,2.856E4,5.545E4,1.00:1.94,49529,FBpp0084199
151,134,FBgn0032382,1.97,33,16,16,Oxidation (M),7.5762E7,6.5969E7,7.5403E7,4.151E7,2.4469E7,2.8182E7,3.4265E7,2.1966E7,1.00:1.15:1.40:0.90,7.0903E7,5.8457E7,2.6325E7,2.8116E7,1.00:1.07,67014,FBpp0423050
1764,3787,FBgn0030407,1.97,3,1,1,,1.1907E5,1.4537E5,3.9249E5,1.0822E5,1.1907E5,1.4537E5,3.9249E5,1.0822E5,1.00:1.22:3.30:0.91,1.3222E5,2.5035E5,1.3222E5,2.5035E5,1.00:1.89,64317,FBpp0073488
238,331,FBgn0025725,1.97,19,20,20,Carbamidomethylation,2.4512E7,3.9622E7,2.7351E7,2.6232E7,7.0571E6,1.1257E7,1.0965E7,8.5936E6,1.00:1.60:1.55:1.22,3.3722E7,2.7102E7,9.157E6,9.7794E6,1.00:1.07,139329,FBpp0072693
514,665,FBgn0004103,1.97,3,1,1,,1.8067E6,0,1.6961E6,1.7065E6,1.8067E6,0,1.6961E6,1.7065E6,1.00:0:0.94:0.94,1.8067E6,1.7013E6,1.8067E6,1.7013E6,1.00:0.94,34542,FBpp0082067
1091,1313,FBgn0033926,1.96,4,1,1,,2.9058E5,1.3031E6,4.3361E5,4.1E5,2.9058E5,1.3031E6,4.3361E5,4.1E5,1.00:4.48:1.49:1.41,7.9684E5,4.2181E5,7.9684E5,4.2181E5,1.00:0.53,28877,FBpp0086687
1138,1445,FBgn0283472,1.96,4,2,2,Carbamidomethylation,2.0533E5,3.5663E5,4.2792E5,2.5749E5,2.0533E5,3.5663E5,4.2792E5,2.5749E5,1.00:1.74:2.08:1.25,2.8098E5,3.427E5,2.8098E5,3.427E5,1.00:1.22,55427,FBpp0076820
123,97,FBgn0265297,1.96,30,12,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.3559E6,1.7143E7,2.2723E7,1.7861E7,4.1041E6,1.1892E7,1.0498E7,6.5784E6,1.00:2.90:2.56:1.60,1.307E7,2.0292E7,7.9982E6,8.5384E6,1.00:1.07,69925,FBpp0085915
770,1017,FBgn0286506,1.92,12,4,4,Oxidation (M),4.7711E6,6.0935E6,5.1514E6,7.9705E6,4.4611E6,5.4052E6,4.3986E6,7.617E6,1.00:1.21:0.99:1.71,1.0365E7,6.561E6,9.8662E6,6.0078E6,1.00:0.61,44774,FBpp0081609
274,189,FBgn0039175,1.92,18,8,8,Oxidation (M); Deamidation (NQ),5.9749E6,5.4015E6,6.3023E6,3.6994E6,2.7509E6,3.1812E6,3.9732E6,2.3537E6,1.00:1.16:1.44:0.86,5.6882E6,5.0009E6,2.9661E6,3.1634E6,1.00:1.07,65778,FBpp0084021
417,488,FBgn0038922,1.89,6,2,2,,3.8435E5,1.2454E6,1.4959E6,0,3.8435E5,1.2454E6,1.4959E6,0,1.00:3.24:3.89:0,8.1488E5,1.4959E6,8.1488E5,1.4959E6,1.00:1.84,40382,FBpp0083588
1050,1137,FBgn0037094,1.88,3,1,1,,2.2971E5,0,1.849E5,0,2.2971E5,0,1.849E5,0,1.00:0:0.80:0,2.2971E5,1.849E5,2.2971E5,1.849E5,1.00:0.80,69617,FBpp0078015
1507,2074,FBgn0010173,1.75,3,1,1,,6.1169E4,0,3.194E4,0,6.1169E4,0,3.194E4,0,1.00:0:0.52:0,6.1169E4,3.194E4,6.1169E4,3.194E4,1.00:0.52,66625,FBpp0081356
89,112,FBgn0001218,1.72,3,3,3,,1.6156E6,3.9242E4,2.3015E6,1.0728E6,1.5501E6,3.9242E4,1.855E6,1.0177E6,1.00:0.03:1.20:0.66,1.4928E6,1.6872E6,1.4273E6,1.4363E6,1.00:1.01,72261,FBpp0073445
1033,921,FBgn0035715,1.70,11,5,5,Oxidation (M),2.0283E6,4.0632E6,1.9197E6,4.0992E6,1.3369E6,2.7587E6,1.2554E6,3.0847E6,1.00:2.06:0.94:2.31,3.0458E6,3.0095E6,2.0478E6,2.17E6,1.00:1.06,45645,FBpp0076658
1505,2181,FBgn0035207,1.70,1,1,1,,3.8537E5,8.4628E4,2.6958E5,4.0949E5,3.8537E5,8.4628E4,2.6958E5,4.0949E5,1.00:0.22:0.70:1.06,2.35E5,3.3954E5,2.35E5,3.3954E5,1.00:1.44,119506,FBpp0302692
1275,2292,FBgn0051676,1.69,5,1,1,,8.9239E5,2.2876E4,1.3798E6,1.9644E5,8.9239E5,2.2876E4,1.3798E6,1.9644E5,1.00:0.03:1.55:0.22,4.5763E5,7.8811E5,4.5763E5,7.8811E5,1.00:1.72,17610,FBpp0080953
192,58,FBgn0025352,1.65,2,1,1,,2.8002E5,1.6364E5,4.6828E5,2.7552E5,2.8002E5,1.6364E5,4.6828E5,2.7552E5,1.00:0.58:1.67:0.98,2.2183E5,3.719E5,2.2183E5,3.719E5,1.00:1.68,50641,FBpp0072135
294,975,FBgn0027590,1.64,28,3,3,Carbamidomethylation; Deamidation (NQ),2.0953E5,5.8981E6,5.0353E6,2.6753E5,2.0953E5,5.8981E6,5.0353E6,2.6753E5,1.00:28.15:24.03:1.28,5.9695E6,4.9755E6,5.9695E6,4.9755E6,1.00:0.83,25177,FBpp0072341
1191,1741,FBgn0003189,1.63,0,1,1,,0,2.7239E5,1.7848E5,2.1299E4,0,2.7239E5,1.7848E5,2.1299E4,-:64.00:64.00:64.00,2.7239E5,9.9887E4,2.7239E5,9.9887E4,1.00:0.37,246670,FBpp0088675
1106,985,FBgn0041181,1.58,1,1,1,,1.357E5,3.6727E5,2.5871E5,3.6817E5,1.357E5,3.6727E5,2.5871E5,3.6817E5,1.00:2.71:1.91:2.71,2.5148E5,3.1344E5,2.5148E5,3.1344E5,1.00:1.25,163866,FBpp0079101
1083,1311,FBgn0024811,1.57,3,1,1,,7.0831E5,0,4.4712E5,5.3047E5,7.0831E5,0,4.4712E5,5.3047E5,1.00:0:0.63:0.75,7.0831E5,4.8879E5,7.0831E5,4.8879E5,1.00:0.69,31205,FBpp0088181
233,347,FBgn0024289,1.56,35,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.0937E8,4.0462E8,4.0847E8,1.9743E8,1.3047E8,2.7774E8,2.5935E8,1.2744E8,1.00:2.13:1.99:0.98,3.0813E8,3.0702E8,2.0411E8,1.934E8,1.00:0.95,38659,FBpp0081141
760,837,FBgn0039226,1.56,27,7,7,Oxidation (M),7.7697E6,2.2806E7,2.8986E7,6.6208E5,4.8731E6,1.7316E7,1.9766E7,6.2021E5,1.00:3.55:4.06:0.13,1.737E7,2.0247E7,1.3177E7,1.2932E7,1.00:0.98,35520,FBpp0304087
1109,884,FBgn0001202,1.55,1,1,1,,8.7922E5,1.7318E5,3.9925E5,1.1362E6,8.7922E5,1.7318E5,3.9925E5,1.1362E6,1.00:0.20:0.45:1.29,5.262E5,7.6774E5,5.262E5,7.6774E5,1.00:1.46,76665,FBpp0080722
1315,1869,FBgn0036919,1.54,2,1,1,,2.5147E5,0,1.1037E5,2.2673E5,2.5147E5,0,1.1037E5,2.2673E5,1.00:0:0.44:0.90,2.5147E5,1.6855E5,2.5147E5,1.6855E5,1.00:0.67,47724,FBpp0074664
439,460,FBgn0011770,1.51,27,5,5,,3.562E5,9.7584E6,1.3965E7,1.4288E6,3.562E5,8.4206E6,8.9212E6,1.4288E6,1.00:23.64:25.05:4.01,5.9973E6,1.285E7,4.6596E6,7.8065E6,1.00:1.68,29093,FBpp0071406
1457,1762,FBgn0001087,1.51,1,1,1,,9.5217E4,1.2704E5,2.0963E5,1.5855E5,9.5217E4,1.2704E5,2.0963E5,1.5855E5,1.00:1.33:2.20:1.67,1.1113E5,1.8409E5,1.1113E5,1.8409E5,1.00:1.66,114809,FBpp0073673
1224,1353,FBgn0039698,1.49,8,2,2,,2.1919E6,5.5825E6,6.7024E6,2.9723E6,2.1919E6,5.5825E6,6.7024E6,2.9723E6,1.00:2.55:3.06:1.36,3.8872E6,4.8374E6,3.8872E6,4.8374E6,1.00:1.24,32573,FBpp0084849
368,447,FBgn0250843,1.48,55,11,11,Carbamidomethylation; Oxidation (M),3.189E7,1.9202E7,3.277E7,1.4185E7,1.6986E7,1.2535E7,1.7158E7,1.0888E7,1.00:0.74:1.01:0.64,2.5651E7,2.3966E7,1.4865E7,1.4023E7,1.00:0.94,31059,FBpp0310201
1523,2386,FBgn0026721,1.48,1,1,1,,0,1.8418E5,1.5423E5,1.4916E5,0,1.8418E5,1.5423E5,1.4916E5,-:64.00:64.00:64.00,1.8418E5,1.5169E5,1.8418E5,1.5169E5,1.00:0.82,84946,FBpp0086129
679,873,FBgn0037573,1.47,2,1,1,,4.4647E5,1.9649E5,5.4386E5,5.1177E5,4.4647E5,1.9649E5,5.4386E5,5.1177E5,1.00:0.44:1.22:1.15,3.2148E5,5.2782E5,3.2148E5,5.2782E5,1.00:1.64,45645,FBpp0081324
469,346,FBgn0037652,1.45,43,12,12,Carbamidomethylation; Oxidation (M),2.0712E7,4.4685E7,5.8039E7,1.0062E7,1.3257E7,2.4524E7,3.3118E7,9.8003E6,1.00:1.85:2.50:0.74,3.2784E7,5.367E7,1.8891E7,3.2183E7,1.00:1.70,40876,FBpp0081443
140,70,FBgn0026418,1.45,32,21,21,Carbamidomethylation; Oxidation (M),6.5507E7,5.6628E7,2.715E7,7.0851E7,1.5263E7,2.0249E7,1.1427E7,2.5918E7,1.00:1.33:0.75:1.70,6.1253E7,4.9E7,1.7756E7,1.8673E7,1.00:1.05,91903,FBpp0292999
946,760,FBgn0030672,1.44,2,1,1,,8.358E5,1.0339E6,2.1093E6,6.7192E5,8.358E5,1.0339E6,2.1093E6,6.7192E5,1.00:1.24:2.52:0.80,1.4133E6,1.4272E6,1.4133E6,1.4272E6,1.00:1.01,69502,FBpp0073872
1405,2356,FBgn0027057,1.43,2,1,1,,4.711E5,2.7267E5,7.7903E5,8.7529E4,4.711E5,2.7267E5,7.7903E5,8.7529E4,1.00:0.58:1.65:0.19,3.7188E5,4.3328E5,3.7188E5,4.3328E5,1.00:1.17,58215,FBpp0074841
345,682,FBgn0032820,1.40,41,12,12,Oxidation (M),1.5246E8,3.0098E8,2.9725E8,2.096E8,7.5216E7,1.9603E8,1.3443E8,1.1098E8,1.00:2.61:1.79:1.48,2.2807E8,2.6053E8,1.3562E8,1.275E8,1.00:0.94,37031,FBpp0312559
717,694,FBgn0260632,1.38,1,1,1,,0,2.4069E5,1.9171E5,1.1014E5,0,2.4069E5,1.9171E5,1.1014E5,-:64.00:64.00:64.00,2.4069E5,1.5092E5,2.4069E5,1.5092E5,1.00:0.63,111551,FBpp0309222
486,522,FBgn0029688,1.35,0,1,1,,0,1.2445E5,9.5958E4,6.8005E4,0,1.2445E5,9.5958E4,6.8005E4,-:64.00:64.00:64.00,1.2445E5,8.1982E4,1.2445E5,8.1982E4,1.00:0.66,315898,FBpp0070596
830,761,FBgn0031538,1.35,16,6,6,Oxidation (M),6.3776E6,2.7311E5,5.3465E6,7.2227E6,4.9728E6,2.7311E5,3.6296E6,5.2221E6,1.00:0.05:0.73:1.05,4.6976E6,6.2846E6,3.2927E6,4.4259E6,1.00:1.34,49260,FBpp0077261
1092,1401,FBgn0264743,1.34,4,1,1,,2.3789E5,0,0,3.8148E5,2.3789E5,0,0,3.8148E5,1.00:0:0:1.60,2.3789E5,3.8148E5,2.3789E5,3.8148E5,1.00:1.60,20426,FBpp0306241
925,1327,FBgn0027496,1.34,3,1,1,,8.2108E5,6.5559E3,7.5527E5,1.6403E5,8.2108E5,6.5559E3,7.5527E5,1.6403E5,1.00:0.02:0.92:0.20,4.1382E5,4.5965E5,4.1382E5,4.5965E5,1.00:1.11,34619,FBpp0078891
57,68,FBgn0032945,1.34,53,37,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.5114E8,2.0863E8,1.4131E8,2.7581E8,6.0762E7,3.0645E7,2.4938E7,5.8332E7,1.00:0.50:0.41:0.96,2.341E8,2.0878E8,4.6597E7,4.1635E7,1.00:0.89,100298,FBpp0081045
1005,786,FBgn0262743,1.33,4,3,3,,1.306E6,1.2646E6,1.0606E6,1.3925E6,1.306E6,1.2646E6,1.0606E6,1.3925E6,1.00:0.97:0.81:1.07,1.2853E6,1.2266E6,1.2853E6,1.2266E6,1.00:0.95,98695,FBpp0294037
423,392,FBgn0027086,1.33,6,5,5,,7.7217E5,1.3603E6,1.2274E6,1.1396E6,5.0243E5,1.3603E6,1.0538E6,1.1187E6,1.00:2.71:2.10:2.23,1.3932E6,1.2509E6,1.1235E6,1.0862E6,1.00:0.97,141099,FBpp0078150
1783,5740,FBgn0038198,1.32,5,1,1,,6.4029E5,3.5544E5,5.6492E5,9.3148E5,6.4029E5,3.5544E5,5.6492E5,9.3148E5,1.00:0.56:0.88:1.45,4.9787E5,7.482E5,4.9787E5,7.482E5,1.00:1.50,17284,FBpp0082349
